date,match,league,outcome,odds,stake,won,pnl,cumulative_pnl,bankroll
2024-09-21,Heidenheim vs Freiburg,Bundesliga,H,2.7,0.0015,0,-0.0015,-999.9582,0.0418
2024-09-21,Valladolid vs Sociedad,LaLiga,H,3.9,0.0011,0,-0.0011,-999.9593,0.0407
2024-09-21,Aston Villa vs Wolves,EPL,H,1.57,0.0009,1,0.0005,-999.9588,0.0412
2024-09-21,Metz vs Lorient,Ligue2,H,2.45,0.0012,0,-0.0012,-999.96,0.04
2024-09-21,Fortuna Dusseldorf vs FC Koln,Bundesliga2,H,3.0,0.0061,0,-0.0061,-999.9661,0.0339
2024-09-21,Zaragoza vs Levante,Segunda,A,4.0,0.0018,0,-0.0018,-999.968,0.032
2024-09-21,La Coruna vs Burgos,Segunda,A,4.2,0.0012,1,0.004,-999.964,0.036
2024-09-21,Valencia vs Girona,LaLiga,A,2.5,0.0026,0,-0.0026,-999.9667,0.0333
2024-09-21,Leicester vs Everton,EPL,H,2.45,0.0009,0,-0.0009,-999.9676,0.0324
2024-09-22,Frosinone vs Bari,SerieB,H,2.3,0.0025,0,-0.0025,-999.9701,0.0299
2024-09-22,Castellon vs Santander,Segunda,A,4.33,0.0039,1,0.0131,-999.957,0.043
2024-09-22,Regensburg vs PreuÃen MÃ¼nster,Bundesliga2,A,3.0,0.002,1,0.004,-999.9531,0.0469
2024-09-22,Getafe vs Leganes,LaLiga,A,4.75,0.0012,0,-0.0012,-999.9543,0.0457
2024-09-22,Vallecano vs Ath Madrid,LaLiga,A,1.8,0.0013,0,-0.0013,-999.9556,0.0444
2024-09-22,Brest vs Toulouse,Ligue1,H,2.15,0.0017,1,0.002,-999.9536,0.0464
2024-09-22,Montpellier vs Auxerre,Ligue1,H,2.3,0.0012,1,0.0016,-999.952,0.048
2024-09-22,Angers vs Nantes,Ligue1,H,3.2,0.0022,0,-0.0022,-999.9541,0.0459
2024-09-22,Leverkusen vs Wolfsburg,Bundesliga,H,1.3,0.0006,1,0.0002,-999.9539,0.0461
2024-09-22,Roma vs Udinese,SerieA,D,4.2,0.0013,0,-0.0013,-999.9553,0.0447
2024-09-22,Elche vs Mirandes,Segunda,A,6.0,0.0026,0,-0.0026,-999.9579,0.0421
2024-09-22,Almeria vs Eibar,Segunda,A,4.1,0.0045,0,-0.0045,-999.9624,0.0376
2024-09-22,Lyon vs Marseille,Ligue1,H,2.9,0.0011,0,-0.0011,-999.9635,0.0365
2024-09-23,Huesca vs Cordoba,Segunda,H,2.6,0.0053,1,0.0085,-999.955,0.045
2024-09-24,Paris FC vs Guingamp,Ligue2,H,2.5,0.003,1,0.0045,-999.9505,0.0495
2024-09-24,Rodez vs Laval,Ligue2,H,2.25,0.0014,0,-0.0014,-999.9519,0.0481
2024-09-24,Sevilla vs Valladolid,LaLiga,A,5.5,0.0013,0,-0.0013,-999.9531,0.0469
2024-09-24,Clermont vs Red Star,Ligue2,H,2.1,0.0065,0,-0.0065,-999.9596,0.0404
2024-09-24,Pau FC vs Lorient,Ligue2,H,3.6,0.0017,1,0.0045,-999.9551,0.0449
2024-09-25,Girona vs Vallecano,LaLiga,H,1.73,0.0024,0,-0.0024,-999.9576,0.0424
2024-09-25,Barcelona vs Getafe,LaLiga,H,1.25,0.0027,1,0.0007,-999.9569,0.0431
2024-09-26,Las Palmas vs Betis,LaLiga,A,2.38,0.0012,0,-0.0012,-999.958,0.042
2024-09-27,Bastia vs Annecy,Ligue2,H,2.3,0.001,0,-0.001,-999.959,0.041
2024-09-27,Lorient vs Ajaccio,Ligue2,D,4.1,0.0008,0,-0.0008,-999.9598,0.0402
2024-09-27,Plymouth vs Luton,Championship,H,4.0,0.0014,1,0.0043,-999.9555,0.0445
2024-09-27,Albacete vs La Coruna,Segunda,H,2.2,0.0012,0,-0.0012,-999.9566,0.0434
2024-09-28,Kilmarnock vs Dundee United,ScottishPrem,H,2.3,0.0031,0,-0.0031,-999.9597,0.0403
2024-09-28,Portsmouth vs Sheffield United,Championship,H,3.75,0.0014,0,-0.0014,-999.9611,0.0389
2024-09-28,PreuÃen MÃ¼nster vs Schalke 04,Bundesliga2,H,2.8,0.0024,0,-0.0024,-999.9635,0.0365
2024-09-28,Hull vs Cardiff,Championship,H,1.85,0.0014,1,0.0012,-999.9623,0.0377
2024-09-28,Sheffield Weds vs West Brom,Championship,A,2.3,0.0009,0,-0.0009,-999.9632,0.0368
2024-09-28,Genoa vs Juventus,SerieA,H,5.5,0.0016,0,-0.0016,-999.9648,0.0352
2024-09-28,Watford vs Sunderland,Championship,H,2.75,0.0014,1,0.0025,-999.9623,0.0377
2024-09-28,Bayern Munich vs Leverkusen,Bundesliga,A,4.2,0.0017,0,-0.0017,-999.964,0.036
2024-09-28,Wolfsburg vs Stuttgart,Bundesliga,A,2.05,0.0009,0,-0.0009,-999.9649,0.0351
2024-09-28,RB Leipzig vs Augsburg,Bundesliga,H,1.4,0.0019,1,0.0008,-999.9642,0.0358
2024-09-28,Carrarese vs Reggiana,SerieB,H,2.6,0.0023,0,-0.0023,-999.9664,0.0336
2024-09-28,Red Star vs Paris FC,Ligue2,A,2.0,0.0008,1,0.0008,-999.9656,0.0344
2024-09-28,Bologna vs Atalanta,SerieA,H,3.0,0.0025,0,-0.0025,-999.9681,0.0319
2024-09-29,Burgos vs Granada,Segunda,H,2.35,0.0015,0,-0.0015,-999.9696,0.0304
2024-09-29,Levante vs Almeria,Segunda,H,2.5,0.0032,1,0.0047,-999.9648,0.0352
2024-09-29,Castellon vs Tenerife,Segunda,D,3.5,0.0009,0,-0.0009,-999.9657,0.0343
2024-09-29,Cordoba vs Ferrol,Segunda,A,4.2,0.0024,0,-0.0024,-999.9681,0.0319
2024-09-29,Oviedo vs Eibar,Segunda,A,3.7,0.0012,0,-0.0012,-999.9693,0.0307
2024-09-29,FC Koln vs Karlsruhe,Bundesliga2,A,5.25,0.0018,0,-0.0018,-999.9711,0.0289
2024-09-29,Rangers vs Hibernian,ScottishPrem,H,1.36,0.0033,1,0.0012,-999.9699,0.0301
2024-09-29,Torino vs Lazio,SerieA,H,2.9,0.0011,0,-0.0011,-999.971,0.029
2024-09-29,Castellon vs Tenerife,Segunda,A,4.75,0.002,0,-0.002,-999.9731,0.0269
2024-09-29,Celta vs Girona,LaLiga,A,3.25,0.0026,0,-0.0026,-999.9756,0.0244
2024-09-29,Hoffenheim vs Werder Bremen,Bundesliga,H,2.38,0.0007,0,-0.0007,-999.9763,0.0237
2024-09-29,Swansea vs Bristol City,Championship,H,2.3,0.0006,0,-0.0006,-999.9769,0.0231
2024-09-29,Ipswich vs Aston Villa,EPL,A,1.85,0.0007,0,-0.0007,-999.9775,0.0225
2024-09-30,Sudtirol vs Palermo,SerieB,H,2.7,0.0006,0,-0.0006,-999.9781,0.0219
2024-09-30,Parma vs Cagliari,SerieA,H,2.1,0.0008,0,-0.0008,-999.9789,0.0211
2024-10-01,Norwich vs Leeds,Championship,H,3.9,0.001,0,-0.001,-999.9799,0.0201
2024-10-01,West Brom vs Middlesbrough,Championship,H,2.4,0.0009,0,-0.0009,-999.9808,0.0192
2024-10-02,Stoke vs Portsmouth,Championship,A,4.33,0.0005,0,-0.0005,-999.9813,0.0187
2024-10-04,Annecy vs Red Star,Ligue2,H,2.05,0.002,1,0.0021,-999.9792,0.0208
2024-10-04,Sampdoria vs Juve Stabia,SerieB,H,1.95,0.0015,0,-0.0015,-999.9807,0.0193
2024-10-04,Karlsruhe vs Darmstadt,Bundesliga2,H,1.67,0.0004,0,-0.0004,-999.9812,0.0188
2024-10-04,Verona vs Venezia,SerieA,H,2.5,0.0015,1,0.0022,-999.979,0.021
2024-10-04,Sunderland vs Leeds,Championship,A,2.4,0.0007,0,-0.0007,-999.9796,0.0204
2024-10-04,Huesca vs Cadiz,Segunda,H,3.1,0.0011,1,0.0022,-999.9774,0.0226
2024-10-05,Eibar vs Sp Gijon,Segunda,H,2.05,0.0005,0,-0.0005,-999.978,0.022
2024-10-05,Plymouth vs Blackburn,Championship,H,3.1,0.0009,1,0.0018,-999.9761,0.0239
2024-10-05,Burnley vs Preston,Championship,H,1.67,0.0008,0,-0.0008,-999.977,0.023
2024-10-05,Watford vs Middlesbrough,Championship,H,3.5,0.001,1,0.0024,-999.9746,0.0254
2024-10-05,West Brom vs Millwall,Championship,H,1.91,0.0007,0,-0.0007,-999.9753,0.0247
2024-10-05,Ajaccio vs Martigues,Ligue2,H,1.9,0.0005,0,-0.0005,-999.9758,0.0242
2024-10-05,Clermont vs Guingamp,Ligue2,H,2.6,0.0011,1,0.0018,-999.974,0.026
2024-10-05,Werder Bremen vs Freiburg,Bundesliga,H,2.6,0.0008,0,-0.0008,-999.9748,0.0252
2024-10-05,Union Berlin vs Dortmund,Bundesliga,A,2.15,0.0014,0,-0.0014,-999.9763,0.0237
2024-10-05,Ferrol vs Elche,Segunda,H,3.3,0.0008,1,0.0017,-999.9745,0.0255
2024-10-05,Udinese vs Lecce,SerieA,H,2.2,0.0015,1,0.0018,-999.9727,0.0273
2024-10-05,Almeria vs Burgos,Segunda,A,4.5,0.001,0,-0.001,-999.9737,0.0263
2024-10-05,FC Koln vs Ulm,Bundesliga2,D,6.0,0.0011,0,-0.0011,-999.9749,0.0251
2024-10-05,Rennes vs Monaco,Ligue1,A,2.55,0.0008,1,0.0012,-999.9736,0.0264
2024-10-05,Valladolid vs Vallecano,LaLiga,H,3.1,0.0013,0,-0.0013,-999.975,0.025
2024-10-05,St Mirren vs Dundee United,ScottishPrem,H,2.3,0.0014,0,-0.0014,-999.9764,0.0236
2024-10-05,Dundee vs Kilmarnock,ScottishPrem,A,3.0,0.0006,1,0.0013,-999.9751,0.0249
2024-10-05,Tenerife vs Cartagena,Segunda,A,4.75,0.0007,0,-0.0007,-999.9758,0.0242
2024-10-05,Leicester vs Bournemouth,EPL,H,3.1,0.0011,1,0.0024,-999.9735,0.0265
2024-10-05,Mirandes vs Granada,Segunda,H,2.88,0.0016,0,-0.0016,-999.975,0.025
2024-10-05,Getafe vs Osasuna,LaLiga,A,3.9,0.0011,0,-0.0011,-999.9761,0.0239
2024-10-06,Fortuna Dusseldorf vs Hamburg,Bundesliga2,H,2.45,0.0021,0,-0.0021,-999.9782,0.0218
2024-10-06,Bologna vs Parma,SerieA,H,1.8,0.0021,0,-0.0021,-999.9803,0.0197
2024-10-06,Catanzaro vs Modena,SerieB,H,2.7,0.0015,0,-0.0015,-999.9817,0.0183
2024-10-06,Cosenza vs Sudtirol,SerieB,H,2.55,0.0006,0,-0.0006,-999.9823,0.0177
2024-10-06,Aberdeen vs Hearts,ScottishPrem,A,4.75,0.0006,0,-0.0006,-999.983,0.017
2024-10-06,Eldense vs Castellon,Segunda,H,2.6,0.0015,0,-0.0015,-999.9844,0.0156
2024-10-06,Lyon vs Nantes,Ligue1,H,1.75,0.0008,1,0.0006,-999.9838,0.0162
2024-10-06,Juventus vs Cagliari,SerieA,H,1.38,0.0008,0,-0.0008,-999.9846,0.0154
2024-10-06,Aston Villa vs Man United,EPL,H,2.2,0.0007,0,-0.0007,-999.9853,0.0147
2024-10-06,Albacete vs Cordoba,Segunda,H,2.1,0.0012,0,-0.0012,-999.9864,0.0136
2024-10-06,Brest vs Le Havre,Ligue1,H,1.8,0.0007,1,0.0005,-999.9859,0.0141
2024-10-06,Ein Frankfurt vs Bayern Munich,Bundesliga,H,5.5,0.0008,0,-0.0008,-999.9867,0.0133
2024-10-12,Cartagena vs Ferrol,Segunda,H,2.55,0.0006,0,-0.0006,-999.9872,0.0128
2024-10-13,Granada vs Cordoba,Segunda,H,1.91,0.0006,1,0.0005,-999.9867,0.0133
2024-10-13,Elche vs La Coruna,Segunda,H,2.6,0.0007,0,-0.0007,-999.9874,0.0126
2024-10-13,Oviedo vs Almeria,Segunda,H,2.35,0.0009,1,0.0012,-999.9862,0.0138
2024-10-13,Huesca vs Albacete,Segunda,H,2.45,0.0007,0,-0.0007,-999.9869,0.0131
2024-10-14,Sp Gijon vs Castellon,Segunda,H,2.25,0.0012,1,0.0015,-999.9855,0.0145
2024-10-18,Leeds vs Sheffield United,Championship,H,1.9,0.0004,1,0.0004,-999.9851,0.0149
2024-10-18,Cordoba vs Cartagena,Segunda,A,6.25,0.0015,0,-0.0015,-999.9866,0.0134
2024-10-18,Red Star vs Caen,Ligue2,A,2.6,0.0004,0,-0.0004,-999.987,0.013
2024-10-18,Hertha vs Braunschweig,Bundesliga2,H,1.85,0.0007,1,0.0006,-999.9864,0.0136
2024-10-18,Alaves vs Valladolid,LaLiga,A,5.75,0.0004,1,0.0021,-999.9843,0.0157
2024-10-18,Bari vs Catanzaro,SerieB,A,4.5,0.0004,0,-0.0004,-999.9847,0.0153
2024-10-18,Darmstadt vs FC Koln,Bundesliga2,H,4.0,0.0004,1,0.0013,-999.9834,0.0166
2024-10-19,Southampton vs Leicester,EPL,A,3.0,0.0009,1,0.0018,-999.9817,0.0183
2024-10-19,Oxford vs West Brom,Championship,H,3.9,0.0008,0,-0.0008,-999.9824,0.0176
2024-10-19,M'gladbach vs Heidenheim,Bundesliga,A,4.1,0.0008,0,-0.0008,-999.9832,0.0168
2024-10-19,Bayern Munich vs Stuttgart,Bundesliga,D,5.25,0.0007,0,-0.0007,-999.9838,0.0162
2024-10-19,Bayern Munich vs Stuttgart,Bundesliga,A,7.5,0.0005,0,-0.0005,-999.9843,0.0157
2024-10-19,Sudtirol vs Pisa,SerieB,H,3.1,0.001,0,-0.001,-999.9854,0.0146
2024-10-19,Ipswich vs Everton,EPL,A,3.0,0.0005,1,0.0009,-999.9845,0.0155
2024-10-19,Motherwell vs Dundee,ScottishPrem,H,2.05,0.0012,0,-0.0012,-999.9856,0.0144
2024-10-19,Preston vs Coventry,Championship,H,2.75,0.0005,1,0.001,-999.9847,0.0153
2024-10-19,Granada vs Tenerife,Segunda,A,5.75,0.0005,0,-0.0005,-999.9852,0.0148
2024-10-19,Castellon vs Levante,Segunda,A,3.4,0.0015,0,-0.0015,-999.9867,0.0133
2024-10-19,Regensburg vs Fortuna Dusseldorf,Bundesliga2,A,1.75,0.0011,1,0.0008,-999.9859,0.0141
2024-10-19,Stoke vs Norwich,Championship,A,2.63,0.0003,0,-0.0003,-999.9862,0.0138
2024-10-19,Girona vs Sociedad,LaLiga,H,2.4,0.0009,0,-0.0009,-999.9871,0.0129
2024-10-19,Celta vs Real Madrid,LaLiga,A,1.6,0.0013,1,0.0008,-999.9864,0.0136
2024-10-19,Brest vs Rennes,Ligue1,H,2.9,0.0012,0,-0.0012,-999.9875,0.0125
2024-10-19,Bournemouth vs Arsenal,EPL,A,1.65,0.0013,0,-0.0013,-999.9889,0.0111
2024-10-19,Sheffield Weds vs Burnley,Championship,A,2.6,0.0005,1,0.0009,-999.988,0.012
2024-10-20,Villarreal vs Getafe,LaLiga,H,1.67,0.0003,0,-0.0003,-999.9883,0.0117
2024-10-20,Nantes vs Nice,Ligue1,A,2.38,0.0003,0,-0.0003,-999.9886,0.0114
2024-10-20,Elche vs Sp Gijon,Segunda,A,4.1,0.0004,0,-0.0004,-999.9891,0.0109
2024-10-20,Ferrol vs Huesca,Segunda,A,3.3,0.0003,0,-0.0003,-999.9893,0.0107
2024-10-20,Reggiana vs Frosinone,SerieB,A,2.88,0.0003,0,-0.0003,-999.9896,0.0104
2024-10-20,Wolves vs Man City,EPL,A,1.33,0.0006,1,0.0002,-999.9894,0.0106
2024-10-20,Empoli vs Napoli,SerieA,H,6.0,0.0006,0,-0.0006,-999.99,0.01
2024-10-20,Hull vs Sunderland,Championship,H,2.88,0.0007,0,-0.0007,-999.9908,0.0092
2024-10-20,Holstein Kiel vs Union Berlin,Bundesliga,H,3.5,0.0004,0,-0.0004,-999.9911,0.0089
2024-10-20,Lecce vs Fiorentina,SerieA,A,2.3,0.0004,1,0.0005,-999.9906,0.0094
2024-10-20,Cagliari vs Torino,SerieA,A,2.7,0.0006,0,-0.0006,-999.9912,0.0088
2024-10-20,Montpellier vs Marseille,Ligue1,H,4.33,0.0003,0,-0.0003,-999.9915,0.0085
2024-10-22,Oxford vs Derby,Championship,H,2.55,0.0003,0,-0.0003,-999.9918,0.0082
2024-10-22,QPR vs Coventry,Championship,H,2.9,0.0003,0,-0.0003,-999.9921,0.0079
2024-10-22,Cardiff vs Portsmouth,Championship,A,4.2,0.0003,0,-0.0003,-999.9923,0.0077
2024-10-22,Castellon vs Granada,Segunda,A,3.25,0.0003,1,0.0006,-999.9917,0.0083
2024-10-23,Luton vs Sunderland,Championship,H,2.55,0.0004,0,-0.0004,-999.9921,0.0079
2024-10-23,Millwall vs Plymouth,Championship,D,4.1,0.0002,0,-0.0002,-999.9923,0.0077
2024-10-23,Santander vs Cordoba,Segunda,H,1.85,0.0008,1,0.0007,-999.9916,0.0084
2024-10-23,Cartagena vs Elche,Segunda,H,3.4,0.0003,0,-0.0003,-999.9919,0.0081
2024-10-23,Eibar vs Cadiz,Segunda,H,2.3,0.0005,1,0.0006,-999.9913,0.0087
2024-10-24,Almeria vs Albacete,Segunda,A,4.75,0.0003,0,-0.0003,-999.9916,0.0084
2024-10-24,Tenerife vs Malaga,Segunda,A,4.2,0.0002,0,-0.0002,-999.9918,0.0082
2024-10-24,Levante vs La Coruna,Segunda,H,2.1,0.0003,1,0.0003,-999.9915,0.0085
2024-10-25,Espanol vs Sevilla,LaLiga,H,3.0,0.0003,0,-0.0003,-999.9918,0.0082
2024-10-25,Mainz vs M'gladbach,Bundesliga,H,2.3,0.0002,0,-0.0002,-999.9921,0.0079
2024-10-25,Udinese vs Cagliari,SerieA,H,2.2,0.0005,1,0.0005,-999.9915,0.0085
2024-10-25,Portsmouth vs Sheffield Weds,Championship,H,3.4,0.0006,0,-0.0006,-999.9921,0.0079
2024-10-25,Rodez vs Lorient,Ligue2,H,3.75,0.0004,0,-0.0004,-999.9925,0.0075
2024-10-25,Torino vs Como,SerieA,H,2.63,0.0012,1,0.002,-999.9905,0.0095
2024-10-25,Dunkerque vs Red Star,Ligue2,H,2.38,0.0011,1,0.0015,-999.989,0.011
2024-10-25,Clermont vs Martigues,Ligue2,H,1.73,0.0008,0,-0.0008,-999.9898,0.0102
2024-10-25,Leicester vs Nott'm Forest,EPL,H,3.0,0.0009,0,-0.0009,-999.9907,0.0093
2024-10-26,Everton vs Fulham,EPL,H,2.75,0.0003,0,-0.0003,-999.991,0.009
2024-10-26,Las Palmas vs Girona,LaLiga,A,2.45,0.0009,0,-0.0009,-999.9919,0.0081
2024-10-26,Cordoba vs Eldense,Segunda,A,4.5,0.0006,0,-0.0006,-999.9925,0.0075
2024-10-26,Carrarese vs Cittadella,SerieB,H,2.4,0.0003,1,0.0005,-999.992,0.008
2024-10-26,Stuttgart vs Holstein Kiel,Bundesliga,D,7.5,0.0003,0,-0.0003,-999.9923,0.0077
2024-10-26,Dundee vs St Johnstone,ScottishPrem,A,5.0,0.0003,1,0.0012,-999.9911,0.0089
2024-10-26,Augsburg vs Dortmund,Bundesliga,A,1.9,0.0006,0,-0.0006,-999.9917,0.0083
2024-10-26,Sassuolo vs Modena,SerieB,H,1.91,0.0008,1,0.0007,-999.991,0.009
2024-10-26,St Pauli vs Wolfsburg,Bundesliga,H,2.55,0.0002,0,-0.0002,-999.9912,0.0088
2024-10-26,Burnley vs QPR,Championship,H,1.65,0.0005,0,-0.0005,-999.9917,0.0083
2024-10-26,Sunderland vs Oxford,Championship,D,4.2,0.0002,0,-0.0002,-999.9919,0.0081
2024-10-26,Fortuna Dusseldorf vs Kaiserslautern,Bundesliga2,H,1.7,0.0006,0,-0.0006,-999.9925,0.0075
2024-10-26,RB Leipzig vs Freiburg,Bundesliga,H,1.73,0.0007,1,0.0005,-999.9921,0.0079
2024-10-26,Man City vs Southampton,EPL,H,1.11,0.0008,1,0.0001,-999.992,0.008
2024-10-26,Aston Villa vs Bournemouth,EPL,H,1.85,0.0003,0,-0.0003,-999.9923,0.0077
2024-10-27,Huesca vs Almeria,Segunda,H,2.8,0.0003,0,-0.0003,-999.9927,0.0073
2024-10-27,Montpellier vs Toulouse,Ligue1,H,3.1,0.0004,0,-0.0004,-999.9931,0.0069
2024-10-27,Malaga vs Eibar,Segunda,A,2.9,0.0003,0,-0.0003,-999.9933,0.0067
2024-10-27,La Coruna vs Santander,Segunda,A,2.9,0.0002,1,0.0004,-999.993,0.007
2024-10-27,Norwich vs Middlesbrough,Championship,H,2.75,0.0005,0,-0.0005,-999.9934,0.0066
2024-10-27,Elche vs Burgos,Segunda,A,4.75,0.0002,0,-0.0002,-999.9936,0.0064
2024-10-27,Braunschweig vs PreuÃen MÃ¼nster,Bundesliga2,A,3.5,0.0002,0,-0.0002,-999.9938,0.0062
2024-10-27,Leganes vs Celta,LaLiga,H,3.25,0.0002,1,0.0004,-999.9935,0.0065
2024-10-27,Frosinone vs Pisa,SerieB,H,2.63,0.0003,0,-0.0003,-999.9938,0.0062
2024-10-27,Crystal Palace vs Tottenham,EPL,H,3.9,0.0002,1,0.0006,-999.9932,0.0068
2024-10-27,Granada vs Levante,Segunda,A,3.75,0.0002,1,0.0006,-999.9926,0.0074
2024-10-27,Arsenal vs Liverpool,EPL,H,2.5,0.0003,0,-0.0003,-999.9929,0.0071
2024-10-27,Hibernian vs Hearts,ScottishPrem,A,3.1,0.0003,0,-0.0003,-999.9932,0.0068
2024-10-27,Fiorentina vs Roma,SerieA,H,2.55,0.0003,1,0.0004,-999.9928,0.0072
2024-10-27,Monza vs Venezia,SerieA,H,2.15,0.0005,0,-0.0005,-999.9933,0.0067
2024-10-28,Ferrol vs Tenerife,Segunda,H,2.57,0.0003,0,-0.0003,-999.9935,0.0065
2024-10-29,Brescia vs Spezia,SerieB,H,3.4,0.0003,0,-0.0003,-999.9938,0.0062
2024-10-29,Bari vs Carrarese,SerieB,A,4.2,0.0002,0,-0.0002,-999.994,0.006
2024-10-29,Salernitana vs Cesena,SerieB,H,2.55,0.0001,0,-0.0001,-999.9941,0.0059
2024-10-29,Juve Stabia vs Sassuolo,SerieB,A,2.3,0.0004,0,-0.0004,-999.9945,0.0055
2024-10-29,Guingamp vs Ajaccio,Ligue2,A,5.5,0.0002,0,-0.0002,-999.9946,0.0054
2024-10-29,Modena vs Cremonese,SerieB,A,2.8,0.0003,0,-0.0003,-999.9949,0.0051
2024-10-29,Martigues vs Caen,Ligue2,H,3.5,0.0001,0,-0.0001,-999.9951,0.0049
2024-10-29,Cagliari vs Bologna,SerieA,A,2.35,0.0003,1,0.0005,-999.9946,0.0054
2024-10-29,Red Star vs Metz,Ligue2,A,2.0,0.0002,0,-0.0002,-999.9948,0.0052
2024-10-29,Milan vs Napoli,SerieA,H,2.45,0.0003,0,-0.0003,-999.9951,0.0049
2024-10-29,Lorient vs Dunkerque,Ligue2,D,4.5,0.0001,0,-0.0001,-999.9952,0.0048
2024-10-29,Amiens vs Paris FC,Ligue2,H,3.4,0.0001,0,-0.0001,-999.9953,0.0047
2024-10-30,Ross County vs Hibernian,ScottishPrem,H,3.4,0.0002,0,-0.0002,-999.9956,0.0044
2024-10-30,Aberdeen vs Rangers,ScottishPrem,A,2.1,0.0003,0,-0.0003,-999.9958,0.0042
2024-10-31,Roma vs Torino,SerieA,A,5.0,0.0001,0,-0.0001,-999.996,0.004
2024-10-31,Como vs Lazio,SerieA,A,2.45,0.0004,1,0.0005,-999.9954,0.0046
2024-11-01,Martigues vs Red Star,Ligue2,H,3.3,0.0004,0,-0.0004,-999.9958,0.0042
2024-11-01,PreuÃen MÃ¼nster vs Fortuna Dusseldorf,Bundesliga2,A,2.1,0.0001,0,-0.0001,-999.9959,0.0041
2024-11-01,Clermont vs Lorient,Ligue2,H,4.0,0.0003,1,0.0008,-999.9951,0.0049
2024-11-01,Annecy vs Pau FC,Ligue2,H,2.25,0.0002,1,0.0002,-999.9949,0.0051
2024-11-01,Lille vs Lyon,Ligue1,H,2.15,0.0001,0,-0.0001,-999.995,0.005
2024-11-02,Ipswich vs Leicester,EPL,A,3.1,0.0002,0,-0.0002,-999.9952,0.0048
2024-11-02,Cardiff vs Norwich,Championship,A,2.63,0.0003,0,-0.0003,-999.9955,0.0045
2024-11-02,Bournemouth vs Man City,EPL,A,1.57,0.0005,0,-0.0005,-999.996,0.004
2024-11-02,QPR vs Sunderland,Championship,H,3.6,0.0001,0,-0.0001,-999.9962,0.0038
2024-11-02,Sheffield Weds vs Watford,Championship,A,3.9,0.0001,1,0.0003,-999.9958,0.0042
2024-11-02,Eibar vs Elche,Segunda,H,2.45,0.0003,0,-0.0003,-999.9961,0.0039
2024-11-02,Cartagena vs La Coruna,Segunda,H,3.6,0.0003,0,-0.0003,-999.9964,0.0036
2024-11-02,Southampton vs Everton,EPL,A,2.63,0.0001,0,-0.0001,-999.9965,0.0035
2024-11-02,Spezia vs Modena,SerieB,H,2.15,0.0003,1,0.0003,-999.9962,0.0038
2024-11-02,Girona vs Leganes,LaLiga,H,1.7,0.0001,1,0.0001,-999.9961,0.0039
2024-11-02,Carrarese vs Juve Stabia,SerieB,H,2.5,0.0004,0,-0.0004,-999.9965,0.0035
2024-11-02,St Etienne vs Strasbourg,Ligue1,H,3.8,0.0001,1,0.0004,-999.9961,0.0039
2024-11-02,Hertha vs FC Koln,Bundesliga2,H,2.9,0.0003,0,-0.0003,-999.9964,0.0036
2024-11-02,Leeds vs Plymouth,Championship,D,8.0,0.0001,0,-0.0001,-999.9965,0.0035
2024-11-02,Greuther Furth vs Darmstadt,Bundesliga2,H,2.3,0.0001,0,-0.0001,-999.9966,0.0034
2024-11-02,Bologna vs Lecce,SerieA,H,1.62,0.0002,1,0.0001,-999.9965,0.0035
2024-11-03,Auxerre vs Rennes,Ligue1,H,3.5,0.0001,1,0.0004,-999.9961,0.0039
2024-11-03,Cremonese vs Pisa,SerieB,H,2.1,0.0001,0,-0.0001,-999.9962,0.0038
2024-11-03,Tenerife vs Mirandes,Segunda,A,4.1,0.0001,0,-0.0001,-999.9964,0.0036
2024-11-03,Paderborn vs Braunschweig,Bundesliga2,H,1.67,0.0002,0,-0.0002,-999.9965,0.0035
2024-11-03,Dundee vs Kilmarnock,ScottishPrem,A,2.8,0.0001,0,-0.0001,-999.9966,0.0034
2024-11-03,Millwall vs Burnley,Championship,A,2.7,0.0001,0,-0.0001,-999.9967,0.0033
2024-11-03,Inter vs Venezia,SerieA,H,1.17,0.0001,1,0.0,-999.9967,0.0033
2024-11-03,Verona vs Roma,SerieA,H,5.0,0.0001,1,0.0005,-999.9963,0.0037
2024-11-04,Ajaccio vs Metz,Ligue2,H,4.33,0.0002,0,-0.0002,-999.9964,0.0036
2024-11-04,Parma vs Genoa,SerieA,A,4.33,0.0001,1,0.0004,-999.996,0.004
2024-11-04,Lazio vs Cagliari,SerieA,H,1.5,0.0003,1,0.0001,-999.9959,0.0041
2024-11-04,Empoli vs Como,SerieA,H,2.7,0.0004,1,0.0007,-999.9952,0.0048
2024-11-05,QPR vs Middlesbrough,Championship,H,3.5,0.0001,0,-0.0001,-999.9953,0.0047
2024-11-05,Sheffield Weds vs Norwich,Championship,A,3.2,0.0003,0,-0.0003,-999.9956,0.0044
2024-11-05,Swansea vs Watford,Championship,A,3.9,0.0001,0,-0.0001,-999.9958,0.0042
2024-11-05,Bristol City vs Sheffield United,Championship,H,3.1,0.0002,0,-0.0002,-999.996,0.004
2024-11-06,Preston vs Sunderland,Championship,H,3.3,0.0001,0,-0.0001,-999.9961,0.0039
2024-11-07,Genoa vs Como,SerieA,H,2.88,0.0005,0,-0.0005,-999.9966,0.0034
2024-11-08,Laval vs Bastia,Ligue2,H,3.7,0.0003,0,-0.0003,-999.9969,0.0031
2024-11-08,Braunschweig vs Hamburg,Bundesliga2,A,2.2,0.0002,0,-0.0002,-999.9971,0.0029
