bet_num,match_date,home_team,away_team,outcome,odds,p_model,kelly_fraction,half_kelly,stake,won,profit,bankroll_after
1,2024-01-21,Mirandes,Levante,A,3.0,0.3763,0.0644,0.0322,32.2,0,-32.2,967.8
2,2024-01-21,Sheffield United,West Ham,A,2.2,0.4943,0.0729,0.0365,35.32,0,-35.32,932.48
3,2024-01-21,Bournemouth,Liverpool,A,1.7,0.6661,0.189,0.0945,88.12,1,61.68,994.16
4,2024-01-22,Leicester,Ipswich,H,1.91,0.6324,0.2284,0.1142,113.53,0,-113.53,880.63
5,2024-01-23,Concarneau,Troyes,A,2.9,0.3638,0.029,0.0145,12.77,0,-12.77,867.86
6,2024-01-23,Dunkerque,Ajaccio,A,2.55,0.402,0.0161,0.0081,7.03,0,-7.03,860.83
7,2024-01-23,Angers,Quevilly Rouen,H,2.05,0.587,0.1936,0.0968,83.33,1,87.49,948.32
8,2024-01-23,Hearts,Dundee,H,1.73,0.6354,0.136,0.068,64.49,1,47.07,995.4
9,2024-01-24,St Johnstone,Aberdeen,H,4.0,0.3233,0.0977,0.0489,48.67,0,-48.67,946.72
10,2024-01-26,Kaiserslautern,Schalke 04,A,2.7,0.4104,0.0635,0.0318,30.11,0,-30.11,916.62
11,2024-01-26,Ein Frankfurt,Mainz,H,2.15,0.582,0.2185,0.1093,100.19,1,115.21,1031.83
12,2024-01-26,Catanzaro,Palermo,A,2.7,0.4193,0.0777,0.0389,40.14,0,-40.14,991.69
13,2024-01-26,Hannover,Nurnberg,A,4.2,0.2777,0.0519,0.026,25.78,0,-25.78,965.91
14,2024-01-27,Quevilly Rouen,Grenoble,A,2.9,0.3811,0.0554,0.0277,26.76,0,-26.76,939.15
15,2024-01-27,Osnabruck,Paderborn,A,2.05,0.531,0.0843,0.0422,39.63,0,-39.63,899.52
16,2024-01-27,Cartagena,Amorebieta,H,1.91,0.5545,0.065,0.0325,29.23,1,26.6,926.12
17,2024-01-27,Livingston,Dundee,H,2.88,0.3813,0.0522,0.0261,24.17,0,-24.17,901.95
18,2024-01-27,Kilmarnock,Hibernian,A,3.8,0.3068,0.0592,0.0296,26.7,0,-26.7,875.25
19,2024-01-27,Hearts,Aberdeen,H,2.15,0.5211,0.1047,0.0523,45.78,1,52.64,927.9
20,2024-01-27,Levante,Tenerife,H,2.25,0.53,0.1539,0.077,71.45,0,-71.45,856.45
21,2024-01-27,Milan,Bologna,H,1.67,0.6453,0.116,0.058,49.67,0,-49.67,806.77
22,2024-01-27,Werder Bremen,Freiburg,A,2.88,0.4174,0.1075,0.0538,43.4,0,-43.4,763.37
23,2024-01-27,Annecy,Pau FC,A,3.5,0.3561,0.0985,0.0492,37.56,0,-37.56,725.81
24,2024-01-27,Juventus,Empoli,H,1.29,0.841,0.2929,0.1465,106.33,0,-106.33,619.48
25,2024-01-27,Paris FC,Dunkerque,H,1.75,0.6762,0.2445,0.1222,75.7,0,-75.7,543.78
26,2024-01-27,Valenciennes,Bastia,A,2.75,0.3988,0.0552,0.0276,15.01,0,-15.01,528.77
27,2024-01-27,Mallorca,Betis,A,3.2,0.375,0.091,0.0455,24.06,1,52.93,581.7
28,2024-01-27,Barcelona,Villarreal,H,1.36,0.7718,0.1378,0.0689,40.08,0,-40.08,541.62
29,2024-01-27,Las Palmas,Real Madrid,D,4.75,0.2917,0.1028,0.0514,27.84,0,-27.84,513.78
30,2024-01-27,St Etienne,Amiens,H,1.95,0.5472,0.0705,0.0352,18.09,0,-18.09,495.7
31,2024-01-27,Hoffenheim,Heidenheim,A,4.33,0.2904,0.0773,0.0386,19.13,0,-19.13,476.56
32,2024-01-27,Hoffenheim,Heidenheim,D,4.5,0.2698,0.0612,0.0306,14.58,1,51.04,527.6
33,2024-01-27,Stuttgart,RB Leipzig,A,2.4,0.4737,0.0977,0.0488,25.75,0,-25.75,501.86
34,2024-01-27,Sudtirol,Cosenza,H,2.6,0.4882,0.1684,0.0842,42.26,0,-42.26,459.6
35,2024-01-27,Bari,Reggiana,H,2.0,0.5989,0.1978,0.0989,45.45,0,-45.45,414.15
36,2024-01-28,Cadiz,Ath Bilbao,H,5.5,0.227,0.0552,0.0276,11.43,0,-11.43,402.72
37,2024-01-28,Celta,Girona,A,2.5,0.4845,0.1409,0.0704,28.35,1,42.53,445.24
38,2024-01-28,Genoa,Lecce,H,2.1,0.5435,0.1285,0.0642,28.58,1,31.44,476.68
39,2024-01-28,QPR,Huddersfield,A,3.8,0.3582,0.129,0.0645,30.75,0,-30.75,445.94
40,2024-01-28,Reims,Nantes,H,1.8,0.5894,0.0762,0.0381,16.99,0,-16.99,428.95
41,2024-01-28,Dortmund,Bochum,H,1.36,0.7571,0.0824,0.0412,17.67,1,6.36,435.31
42,2024-01-28,Burgos,Albacete,H,2.5,0.4366,0.0611,0.0305,13.28,1,19.92,455.23
43,2024-01-31,Sheffield Weds,Watford,A,2.63,0.4326,0.0845,0.0422,19.21,0,-19.21,436.02
44,2024-01-31,Liverpool,Chelsea,H,1.57,0.7474,0.3042,0.1521,66.32,1,37.8,473.82
45,2024-01-31,Ath Madrid,Vallecano,H,1.5,0.7438,0.2314,0.1157,54.82,1,27.41,501.23
46,2024-02-01,West Ham,Bournemouth,H,2.4,0.5472,0.2238,0.1119,56.09,0,-56.09,445.14
47,2024-02-02,Bristol City,Leeds,H,4.75,0.2517,0.0521,0.0261,11.62,0,-11.62,433.52
48,2024-02-02,Palermo,Bari,A,5.25,0.2614,0.0876,0.0438,18.99,0,-18.99,414.53
49,2024-02-03,Leganes,Valladolid,H,2.55,0.425,0.054,0.027,11.19,0,-11.19,403.34
50,2024-02-03,Spezia,Catanzaro,H,2.38,0.4858,0.1132,0.0566,22.83,0,-22.83,380.51
51,2024-02-03,Valencia,Almeria,H,1.65,0.6549,0.124,0.062,23.59,1,15.33,395.85
52,2024-02-03,Concarneau,Valenciennes,H,2.3,0.4638,0.0514,0.0257,10.17,1,13.23,409.07
53,2024-02-03,Freiburg,Stuttgart,H,3.1,0.4333,0.1634,0.0817,33.42,0,-33.42,375.65
54,2024-02-03,Granada,Las Palmas,A,3.3,0.3628,0.0857,0.0429,16.12,0,-16.12,359.54
55,2024-02-03,Motherwell,Kilmarnock,H,3.0,0.4096,0.1143,0.0572,20.57,0,-20.57,338.97
56,2024-02-03,Nurnberg,Osnabruck,H,1.8,0.6131,0.1295,0.0647,21.93,0,-21.93,317.04
57,2024-02-03,Albacete,Cartagena,A,5.25,0.2447,0.067,0.0335,10.62,0,-10.62,306.42
58,2024-02-03,Darmstadt,Leverkusen,D,6.5,0.1969,0.0508,0.0254,7.78,0,-7.78,298.63
59,2024-02-03,Laval,Quevilly Rouen,H,2.25,0.5295,0.153,0.0765,22.85,0,-22.85,275.79
60,2024-02-03,Preston,Ipswich,H,3.6,0.3236,0.0635,0.0317,8.74,1,22.73,298.52
61,2024-02-03,Rotherham,Southampton,D,5.0,0.2619,0.0774,0.0387,11.55,0,-11.55,286.97
62,2024-02-03,Rotherham,Southampton,H,9.5,0.1974,0.103,0.0515,14.78,0,-14.78,272.19
63,2024-02-03,Hertha,Hamburg,H,3.25,0.3586,0.0735,0.0367,9.99,0,-9.99,262.2
64,2024-02-03,Reggiana,FeralpiSalo,H,2.25,0.5265,0.1477,0.0739,19.38,0,-19.38,242.82
65,2024-02-03,Troyes,Bordeaux,H,3.6,0.3577,0.1107,0.0554,13.45,1,34.98,277.8
66,2024-02-03,Huddersfield,Sheffield Weds,H,2.4,0.5242,0.1844,0.0922,25.61,1,35.86,313.66
67,2024-02-03,Nantes,Lens,A,2.2,0.5124,0.106,0.053,16.62,1,19.95,333.61
68,2024-02-04,Amorebieta,Santander,A,2.6,0.4179,0.0541,0.0271,9.04,1,14.47,348.07
69,2024-02-04,Chelsea,Wolves,A,5.5,0.2341,0.064,0.032,11.14,1,50.12,398.19
70,2024-02-04,Napoli,Verona,H,1.4,0.7423,0.0979,0.049,19.51,1,7.8,406.0
71,2024-02-04,Osasuna,Celta,H,2.38,0.4803,0.1036,0.0518,21.03,0,-21.03,384.97
72,2024-02-04,Espanol,Levante,A,4.5,0.2816,0.0764,0.0382,14.71,0,-14.71,370.26
73,2024-02-04,Arsenal,Liverpool,A,3.1,0.3634,0.0603,0.0301,11.14,0,-11.14,359.12
74,2024-02-06,Rangers,Aberdeen,H,1.22,0.8303,0.0591,0.0295,10.59,1,2.33,361.45
75,2024-02-07,St Mirren,Dundee,H,2.3,0.4989,0.1135,0.0568,20.53,1,26.69,388.14
76,2024-02-07,Mainz,Union Berlin,A,3.5,0.3753,0.1254,0.0627,24.34,0,-24.34,363.8
77,2024-02-09,Wehen,Nurnberg,A,3.6,0.3328,0.0762,0.0381,13.86,0,-13.86,349.94
78,2024-02-09,Hamburg,Hannover,H,1.73,0.6076,0.0702,0.0351,12.28,0,-12.28,337.66
79,2024-02-09,Cadiz,Betis,A,2.6,0.4296,0.0731,0.0365,12.32,1,19.72,357.38
80,2024-02-10,Ajaccio,Guingamp,H,2.88,0.402,0.0838,0.0419,14.97,1,28.15,385.53
81,2024-02-10,Werder Bremen,Heidenheim,A,4.33,0.2729,0.0546,0.0273,10.52,1,35.05,420.57
82,2024-02-10,Alaves,Villarreal,A,3.3,0.3777,0.1072,0.0536,22.54,0,-22.54,398.03
83,2024-02-10,Hull,Swansea,A,4.75,0.2585,0.0607,0.0304,12.1,1,45.38,443.41
84,2024-02-10,Sociedad,Osasuna,H,1.85,0.6272,0.1886,0.0943,41.81,0,-41.81,401.59
85,2024-02-10,Bari,Lecco,H,1.91,0.6157,0.1934,0.0967,38.83,1,35.34,436.93
86,2024-02-10,Kaiserslautern,Paderborn,A,3.0,0.4086,0.1129,0.0564,24.64,1,49.29,486.22
87,2024-02-10,Sudtirol,Venezia,H,3.75,0.3705,0.1416,0.0708,34.42,0,-34.42,451.79
88,2024-02-10,Nott'm Forest,Newcastle,A,2.05,0.5222,0.0672,0.0336,15.18,1,15.94,467.73
89,2024-02-10,Blackburn,Stoke,H,2.4,0.4642,0.0814,0.0407,19.04,1,26.65,494.39
90,2024-02-10,Quevilly Rouen,Bastia,A,4.0,0.3605,0.1473,0.0737,36.44,1,109.31,603.69
91,2024-02-10,Valenciennes,Laval,H,3.25,0.3336,0.0374,0.0187,11.29,0,-11.29,592.4
92,2024-02-10,Fortuna Dusseldorf,Elversberg,H,1.8,0.6011,0.1025,0.0513,30.39,0,-30.39,562.01
93,2024-02-10,Catanzaro,Ascoli,A,4.5,0.3123,0.1158,0.0579,32.54,0,-32.54,529.47
94,2024-02-11,Sevilla,Ath Madrid,A,2.05,0.5325,0.0872,0.0436,23.09,0,-23.09,506.39
95,2024-02-11,Monza,Verona,H,2.05,0.5674,0.1554,0.0777,39.35,0,-39.35,467.04
96,2024-02-11,West Ham,Arsenal,H,6.0,0.2229,0.0675,0.0337,15.74,0,-15.74,451.3
97,2024-02-11,Cartagena,Mirandes,A,3.75,0.309,0.0578,0.0289,13.04,0,-13.04,438.26
98,2024-02-11,Montpellier,Lyon,H,3.1,0.3777,0.0814,0.0407,17.84,0,-17.84,420.42
99,2024-02-11,Dundee,St Johnstone,A,4.0,0.3029,0.0706,0.0353,14.84,0,-14.84,405.58
100,2024-02-11,Nice,Monaco,H,2.3,0.4797,0.0795,0.0397,16.1,0,-16.1,389.48
101,2024-02-11,Lorient,Reims,H,3.75,0.321,0.0741,0.037,14.41,1,39.63,429.11
102,2024-02-11,Barcelona,Granada,H,1.22,0.8407,0.1165,0.0582,24.97,0,-24.97,404.14
103,2024-02-12,Juventus,Udinese,H,1.44,0.7759,0.2666,0.1333,53.87,0,-53.87,350.26
104,2024-02-12,Crystal Palace,Chelsea,H,4.2,0.3605,0.1606,0.0803,28.13,0,-28.13,322.14
105,2024-02-12,Valladolid,Albacete,H,2.0,0.5446,0.0891,0.0446,14.37,0,-14.37,307.77
106,2024-02-13,Leicester,Sheffield Weds,H,1.3,0.8437,0.3225,0.1613,49.64,1,14.89,322.66
107,2024-02-13,Swansea,Leeds,H,5.25,0.2514,0.0752,0.0376,12.13,0,-12.13,310.53
108,2024-02-13,Swansea,Leeds,D,4.33,0.2876,0.0737,0.0368,11.43,0,-11.43,299.1
109,2024-02-13,Rotherham,Hull,H,5.0,0.2919,0.1149,0.0574,17.17,0,-17.17,281.94
110,2024-02-14,Rangers,Ross County,H,1.09,0.9201,0.0318,0.0159,4.48,1,0.4,282.34
111,2024-02-14,Huddersfield,Sunderland,H,3.6,0.3307,0.0733,0.0367,10.36,1,26.94,309.28
112,2024-02-14,Preston,Middlesbrough,H,3.25,0.3877,0.1156,0.0578,17.88,1,40.22,349.5
113,2024-02-16,Inter,Salernitana,H,1.14,0.9183,0.3351,0.1675,58.54,1,8.2,357.7
114,2024-02-16,Hertha,Magdeburg,H,2.3,0.5044,0.1231,0.0616,22.03,1,28.64,386.34
115,2024-02-17,Bastia,Rodez,H,2.38,0.4775,0.0989,0.0494,19.09,0,-19.09,367.26
116,2024-02-17,Newcastle,Bournemouth,H,1.83,0.6429,0.2128,0.1064,39.08,0,-39.08,328.18
117,2024-02-17,Guingamp,Caen,A,4.0,0.298,0.064,0.032,10.5,0,-10.5,317.68
118,2024-02-17,Lecco,Cosenza,A,2.8,0.4073,0.078,0.039,12.39,1,22.3,339.98
119,2024-02-17,Burnley,Arsenal,D,5.75,0.2169,0.0521,0.026,8.84,0,-8.84,331.14
120,2024-02-17,Fulham,Aston Villa,A,2.2,0.4797,0.0462,0.0231,7.65,1,9.18,340.32
121,2024-02-17,Andorra,Villarreal B,A,5.0,0.2666,0.0833,0.0416,14.16,0,-14.16,326.16
122,2024-02-17,Bari,FeralpiSalo,H,1.95,0.6213,0.2226,0.1113,36.3,1,34.49,360.65
123,2024-02-17,Heidenheim,Leverkusen,D,5.75,0.2309,0.069,0.0345,12.44,0,-12.44,348.21
124,2024-02-17,Heidenheim,Leverkusen,H,8.0,0.1762,0.0585,0.0293,10.2,0,-10.2,338.0
125,2024-02-17,Darmstadt,Stuttgart,D,4.75,0.2576,0.0597,0.0298,10.07,0,-10.07,327.93
126,2024-02-17,Darmstadt,Stuttgart,H,6.5,0.2348,0.0957,0.0478,15.68,0,-15.68,312.26
127,2024-02-17,Pau FC,Quevilly Rouen,H,2.45,0.5149,0.1803,0.0901,28.13,0,-28.13,284.12
128,2024-02-17,Troyes,Grenoble,H,3.1,0.4018,0.117,0.0585,16.62,1,34.9,319.03
129,2024-02-17,Wolfsburg,Dortmund,A,2.1,0.597,0.2307,0.1153,36.78,0,-36.78,282.24
130,2024-02-17,Preston,Blackburn,H,2.45,0.5058,0.165,0.0825,23.29,0,-23.29,258.96
131,2024-02-17,Millwall,Sheffield Weds,H,2.15,0.5168,0.0967,0.0484,12.53,0,-12.53,246.42
132,2024-02-17,Hoffenheim,Union Berlin,A,3.6,0.3208,0.0596,0.0298,7.34,1,19.09,265.52
133,2024-02-17,Nott'm Forest,West Ham,A,2.9,0.4138,0.1053,0.0526,13.97,0,-13.97,251.55
134,2024-02-17,Bristol City,QPR,H,1.95,0.5534,0.0833,0.0416,10.46,0,-10.46,241.09
135,2024-02-17,Huddersfield,Hull,H,3.2,0.3852,0.1057,0.0529,12.75,0,-12.75,228.33
136,2024-02-17,Leicester,Middlesbrough,H,1.57,0.7373,0.2763,0.1382,31.56,0,-31.56,196.78
137,2024-02-17,Plymouth,Leeds,H,6.5,0.2133,0.0703,0.0351,6.91,0,-6.91,189.87
138,2024-02-17,Parma,Pisa,H,1.8,0.619,0.1428,0.0714,13.56,1,10.85,200.72
139,2024-02-17,Celtic,Kilmarnock,H,1.22,0.8334,0.0763,0.0382,7.67,0,-7.67,193.05
140,2024-02-17,Catanzaro,Sudtirol,A,4.2,0.3329,0.1245,0.0622,12.01,0,-12.01,181.04
141,2024-02-17,Celta,Barcelona,A,1.85,0.5769,0.0791,0.0395,7.15,1,6.08,187.12
142,2024-02-17,Swansea,Ipswich,H,4.2,0.3288,0.119,0.0595,11.13,0,-11.13,175.99
143,2024-02-17,Man City,Chelsea,H,1.33,0.7921,0.162,0.081,14.25,0,-14.25,161.73
144,2024-02-17,Plymouth,Leeds,D,4.75,0.2644,0.0683,0.0341,5.52,0,-5.52,156.22
145,2024-02-18,Vallecano,Real Madrid,A,1.62,0.6854,0.1779,0.0889,13.89,0,-13.89,142.33
146,2024-02-18,Albacete,Santander,A,4.2,0.3015,0.0833,0.0416,5.92,0,-5.92,136.41
147,2024-02-18,Elversberg,Osnabruck,H,1.8,0.6488,0.2097,0.1049,14.31,1,11.45,147.85
148,2024-02-18,Empoli,Fiorentina,H,3.75,0.3083,0.0568,0.0284,4.2,0,-4.2,143.66
149,2024-02-18,Betis,Alaves,H,2.1,0.5809,0.1999,0.1,14.37,0,-14.37,129.29
150,2024-02-18,Reims,Lens,A,2.63,0.4427,0.1009,0.0504,6.52,0,-6.52,122.77
151,2024-02-18,Nurnberg,Kaiserslautern,H,2.45,0.4912,0.1404,0.0702,8.62,0,-8.62,114.16
152,2024-02-19,Ath Bilbao,Girona,A,4.0,0.3019,0.0692,0.0346,3.95,0,-3.95,110.21
153,2024-02-19,Tenerife,Eldense,A,5.0,0.2477,0.0596,0.0298,3.28,0,-3.28,106.92
154,2024-02-19,Everton,Crystal Palace,A,5.25,0.2533,0.0776,0.0388,4.15,0,-4.15,102.77
155,2024-02-20,Cardiff,Blackburn,H,3.0,0.4034,0.1052,0.0526,5.41,0,-5.41,97.37
156,2024-02-23,Leverkusen,Mainz,H,1.22,0.8311,0.0635,0.0318,3.1,1,0.68,98.05
157,2024-02-23,Leeds,Leicester,A,3.5,0.3404,0.0765,0.0382,3.75,0,-3.75,94.3
158,2024-02-23,Bologna,Verona,H,1.55,0.7222,0.2171,0.1086,10.24,1,5.63,99.94
159,2024-02-24,Troyes,Dunkerque,H,2.05,0.5686,0.1578,0.0789,7.88,0,-7.88,92.05
160,2024-02-24,FeralpiSalo,Ascoli,A,2.9,0.4037,0.0899,0.0449,4.13,1,7.85,99.9
161,2024-02-24,Almeria,Ath Madrid,A,1.7,0.6703,0.1993,0.0996,9.95,0,-9.95,89.95
162,2024-02-24,Ternana,Lecco,H,2.0,0.5644,0.1289,0.0644,5.79,0,-5.79,84.16
163,2024-02-24,Cittadella,Catanzaro,H,2.15,0.5042,0.073,0.0365,3.07,0,-3.07,81.09
164,2024-02-24,Man United,Fulham,H,1.57,0.6808,0.1208,0.0604,4.9,0,-4.9,76.19
165,2024-02-24,Aston Villa,Nott'm Forest,H,1.53,0.6994,0.1323,0.0662,5.04,1,2.67,78.86
166,2024-02-24,Barcelona,Getafe,H,1.4,0.7313,0.0596,0.0298,2.35,1,0.94,79.8
167,2024-02-24,Cardiff,Stoke,H,2.75,0.444,0.1262,0.0631,5.04,1,8.81,88.62
168,2024-02-24,QPR,Rotherham,A,6.0,0.2119,0.0543,0.0271,2.4,0,-2.4,86.21
169,2024-02-24,Alaves,Mallorca,A,5.0,0.2666,0.0832,0.0416,3.59,0,-3.59,82.63
170,2024-02-24,Salernitana,Monza,A,2.5,0.4425,0.0708,0.0354,2.93,1,4.39,87.02
171,2024-02-24,Concarneau,Laval,H,2.88,0.4066,0.091,0.0455,3.96,0,-3.96,83.06
172,2024-02-24,Ajaccio,Amiens,H,2.25,0.4709,0.0477,0.0238,1.98,0,-1.98,81.08
173,2024-02-24,Santander,Leganes,A,3.3,0.3431,0.0575,0.0288,2.34,0,-2.34,78.74
174,2024-02-24,Sunderland,Swansea,A,4.75,0.256,0.0576,0.0288,2.27,1,8.5,87.25
175,2024-02-24,Braunschweig,Hertha,A,2.7,0.4369,0.1057,0.0528,4.61,0,-4.61,82.64
176,2024-02-24,Brescia,Reggiana,H,2.2,0.5116,0.1045,0.0523,4.32,0,-4.32,78.32
177,2024-02-24,Magdeburg,Schalke 04,A,3.1,0.3629,0.0596,0.0298,2.33,0,-2.33,75.99
178,2024-02-24,Stuttgart,FC Koln,A,10.0,0.1542,0.0602,0.0301,2.29,0,-2.29,73.7
179,2024-02-24,Quevilly Rouen,Paris FC,A,2.9,0.3959,0.0779,0.0389,2.87,0,-2.87,70.83
180,2024-02-24,Lorient,Nantes,H,2.6,0.4805,0.1559,0.0779,5.52,0,-5.52,65.31
181,2024-02-24,Kaiserslautern,Karlsruhe,A,3.3,0.3658,0.09,0.045,2.94,1,6.76,72.07
182,2024-02-25,Ein Frankfurt,Wolfsburg,H,2.25,0.4904,0.0827,0.0413,2.98,0,-2.98,69.1
183,2024-02-25,Real Madrid,Sevilla,H,1.29,0.7996,0.1084,0.0542,3.75,1,1.09,70.18
184,2024-02-25,Cadiz,Celta,H,3.1,0.3603,0.0556,0.0278,1.95,0,-1.95,68.23
185,2024-02-25,Augsburg,Freiburg,A,3.1,0.4161,0.138,0.069,4.71,0,-4.71,63.52
186,2024-02-25,Betis,Ath Bilbao,H,3.6,0.3943,0.1614,0.0807,5.13,1,13.33,76.85
187,2024-02-25,Milan,Atalanta,H,2.38,0.47,0.086,0.043,3.3,0,-3.3,73.55
188,2024-02-25,Lens,Monaco,H,2.38,0.5496,0.2232,0.1116,8.21,0,-8.21,65.34
189,2024-02-25,Dortmund,Hoffenheim,H,1.5,0.7462,0.2387,0.1193,7.8,0,-7.8,57.55
190,2024-02-26,Fiorentina,Lazio,A,3.5,0.3429,0.0801,0.0401,2.31,0,-2.31,55.24
191,2024-02-26,Girona,Vallecano,H,1.65,0.6534,0.1202,0.0601,3.32,1,2.16,57.4
192,2024-02-27,Ross County,St Mirren,H,3.75,0.3109,0.0603,0.0301,1.73,0,-1.73,55.67
193,2024-02-27,Reggiana,Sudtirol,A,3.4,0.3348,0.0577,0.0288,1.6,0,-1.6,54.06
194,2024-02-27,Catanzaro,Bari,A,3.4,0.3632,0.0979,0.0489,2.64,0,-2.64,51.42
195,2024-02-27,Ascoli,Brescia,A,4.2,0.2912,0.0698,0.0349,1.79,0,-1.79,49.63
196,2024-02-28,Hearts,Hibernian,H,1.91,0.5774,0.1131,0.0565,2.8,0,-2.8,46.82
197,2024-02-28,Venezia,Cittadella,H,1.85,0.5667,0.057,0.0285,1.33,1,1.13,47.96
198,2024-02-28,Celtic,Dundee,H,1.2,0.8842,0.3054,0.1527,7.32,1,1.46,49.42
199,2024-02-28,Spezia,FeralpiSalo,H,1.83,0.5814,0.0772,0.0386,1.91,0,-1.91,47.51
200,2024-02-28,Inter,Atalanta,H,1.62,0.6786,0.1603,0.0801,3.81,1,2.36,49.87
201,2024-03-01,Lazio,Milan,H,3.5,0.3282,0.0594,0.0297,1.48,0,-1.48,48.39
202,2024-03-01,Hertha,Holstein Kiel,H,2.6,0.4638,0.1287,0.0643,3.11,0,-3.11,45.28
203,2024-03-02,Pau FC,Caen,H,2.88,0.3958,0.0745,0.0372,1.68,0,-1.68,43.6
204,2024-03-02,Sudtirol,Lecco,H,2.0,0.593,0.1859,0.093,4.05,1,4.05,47.65
205,2024-03-02,Auxerre,Valenciennes,H,1.3,0.7826,0.0581,0.0291,1.39,0,-1.39,46.26
206,2024-03-02,Annecy,Quevilly Rouen,H,2.8,0.3876,0.0474,0.0237,1.1,0,-1.1,45.17
207,2024-03-02,St Johnstone,Livingston,H,2.38,0.5266,0.1835,0.0917,4.14,0,-4.14,41.03
208,2024-03-02,Wolfsburg,Stuttgart,H,3.3,0.3375,0.0495,0.0248,1.02,0,-1.02,40.01
209,2024-03-02,Nott'm Forest,Liverpool,A,1.53,0.6788,0.0726,0.0363,1.45,1,0.77,40.78
210,2024-03-02,Brentford,Chelsea,H,3.1,0.3882,0.0969,0.0484,1.97,0,-1.97,38.8
211,2024-03-02,Luton,Aston Villa,A,1.73,0.6078,0.0707,0.0353,1.37,1,1.0,39.8
212,2024-03-02,Monza,Roma,H,3.75,0.3192,0.0716,0.0358,1.42,0,-1.42,38.38
213,2024-03-02,Oviedo,Levante,A,4.2,0.2829,0.0588,0.0294,1.13,0,-1.13,37.25
214,2024-03-02,Bastia,Grenoble,H,2.45,0.4351,0.0454,0.0227,0.85,1,1.23,38.48
215,2024-03-02,Vallecano,Cadiz,A,5.25,0.2342,0.054,0.027,1.04,0,-1.04,37.44
216,2024-03-02,Sevilla,Sociedad,A,3.0,0.3821,0.0731,0.0366,1.37,0,-1.37,36.07
217,2024-03-02,Hansa Rostock,Kaiserslautern,H,2.88,0.4169,0.1067,0.0534,1.93,0,-1.93,34.14
218,2024-03-02,Nurnberg,Braunschweig,H,2.4,0.4819,0.1118,0.0559,1.91,1,2.67,36.81
219,2024-03-02,Plymouth,Ipswich,H,4.5,0.2751,0.068,0.034,1.25,0,-1.25,35.56
220,2024-03-02,Mainz,M'gladbach,A,3.75,0.3271,0.0824,0.0412,1.47,0,-1.47,34.1
221,2024-03-02,Preston,Hull,H,2.8,0.4131,0.087,0.0435,1.48,0,-1.48,32.61
222,2024-03-02,Rotherham,Sheffield Weds,H,3.5,0.3345,0.0683,0.0341,1.11,0,-1.11,31.5
223,2024-03-02,Stoke,Middlesbrough,A,2.6,0.4188,0.0556,0.0278,0.88,0,-0.88,30.63
224,2024-03-02,Swansea,Blackburn,H,2.2,0.4943,0.0729,0.0365,1.12,1,1.34,31.97
225,2024-03-02,Leicester,QPR,H,1.36,0.7711,0.1353,0.0676,2.16,0,-2.16,29.81
226,2024-03-03,Atalanta,Bologna,A,4.2,0.2767,0.0506,0.0253,0.75,1,2.41,32.22
227,2024-03-03,Bari,Spezia,H,2.3,0.4725,0.0668,0.0334,1.08,0,-1.08,31.14
228,2024-03-03,Ath Bilbao,Barcelona,A,2.4,0.4514,0.0595,0.0298,0.93,0,-0.93,30.22
229,2024-03-03,Empoli,Cagliari,H,2.15,0.4997,0.0646,0.0323,0.98,0,-0.98,29.24
230,2024-03-03,Man City,Man United,A,11.0,0.1362,0.0498,0.0249,0.73,0,-0.73,28.51
231,2024-03-03,Andorra,Valladolid,A,2.63,0.4266,0.0749,0.0374,1.07,0,-1.07,27.44
232,2024-03-03,Hamburg,Osnabruck,H,1.4,0.7676,0.1865,0.0932,2.56,0,-2.56,24.89
233,2024-03-03,Paderborn,Magdeburg,H,2.2,0.4973,0.0784,0.0392,0.98,0,-0.98,23.91
234,2024-03-03,Nantes,Metz,A,4.75,0.2585,0.0607,0.0304,0.73,1,2.73,26.64
235,2024-03-03,FeralpiSalo,Sampdoria,A,2.7,0.4051,0.0552,0.0276,0.74,1,1.25,27.89
236,2024-03-03,Burnley,Bournemouth,H,3.75,0.3185,0.0706,0.0353,0.98,0,-0.98,26.9
237,2024-03-04,Osasuna,Alaves,H,2.38,0.4856,0.1129,0.0564,1.52,1,2.09,29.0
238,2024-03-04,Inter,Genoa,H,1.3,0.831,0.2677,0.1338,3.88,1,1.16,30.16
239,2024-03-05,Leeds,Stoke,H,1.33,0.765,0.0527,0.0264,0.8,1,0.26,30.42
240,2024-03-08,Braunschweig,Hansa Rostock,A,5.0,0.2537,0.0671,0.0336,1.02,1,4.09,34.51
241,2024-03-08,Barcelona,Mallorca,H,1.44,0.7806,0.282,0.141,4.87,1,2.14,36.65
242,2024-03-08,Stuttgart,Union Berlin,A,7.0,0.2181,0.0878,0.0439,1.61,0,-1.61,35.04
243,2024-03-09,Werder Bremen,Dortmund,A,1.85,0.5776,0.0806,0.0403,1.41,1,1.2,36.24
244,2024-03-09,Lorient,Lyon,H,3.3,0.3549,0.0744,0.0372,1.35,0,-1.35,34.9
245,2024-03-09,Bayern Munich,Mainz,H,1.25,0.8263,0.1317,0.0658,2.3,1,0.57,35.47
246,2024-03-09,Magdeburg,Nurnberg,D,4.33,0.2705,0.0515,0.0257,0.91,0,-0.91,34.56
247,2024-03-09,Cadiz,Ath Madrid,A,1.73,0.6129,0.0826,0.0413,1.43,0,-1.43,33.13
