bet_num,match_date,home_team,away_team,outcome,odds,p_model,kelly_fraction,half_kelly,stake,won,profit,bankroll_after
2828,2025-12-06,Dundee,Aberdeen,H,3.4,0.3365,0.06,0.03,0.0,0,-0.0,0.0
2829,2025-12-06,Villarreal,Getafe,H,1.62,0.7031,0.2242,0.1121,0.0,1,0.0,0.0
2830,2025-12-06,RB Leipzig,Ein Frankfurt,A,4.2,0.2904,0.0686,0.0343,0.0,0,-0.0,0.0
2831,2025-12-06,Ipswich,Coventry,A,2.95,0.425,0.1301,0.0651,0.0,0,-0.0,0.0
2832,2025-12-06,Kaiserslautern,Dresden,H,1.9,0.6105,0.1776,0.0888,0.0,1,0.0,0.0
2833,2025-12-06,Sociedad B,Sp Gijon,H,3.05,0.3612,0.0496,0.0248,0.0,0,-0.0,0.0
2834,2025-12-06,Tottenham,Brentford,A,3.0,0.3895,0.0843,0.0422,0.0,0,-0.0,0.0
2835,2025-12-06,FC Koln,St Pauli,H,1.95,0.5551,0.0868,0.0434,0.0,0,-0.0,0.0
2836,2025-12-06,Darmstadt,Karlsruhe,A,4.33,0.2769,0.0598,0.0299,0.0,0,-0.0,0.0
2837,2025-12-06,Newcastle,Burnley,D,6.0,0.218,0.0615,0.0308,0.0,0,-0.0,0.0
2838,2025-12-06,Bochum,Bielefeld,H,2.25,0.4994,0.099,0.0495,0.0,1,0.0,0.0
2839,2025-12-06,Augsburg,Leverkusen,A,1.9,0.6052,0.1666,0.0833,0.0,0,-0.0,0.0
2840,2025-12-06,Aston Villa,Arsenal,H,4.2,0.2841,0.0604,0.0302,0.0,1,0.0,0.0
2841,2025-12-06,Motherwell,Livingston,H,1.66,0.6711,0.1728,0.0864,0.0,1,0.0,0.0
2842,2025-12-07,Celtic,Hearts,H,1.53,0.7036,0.1444,0.0722,0.0,0,-0.0,0.0
2843,2025-12-07,Cremonese,Lecce,H,2.4,0.4608,0.0757,0.0379,0.0,1,0.0,0.0
2844,2025-12-07,Nice,Angers,H,1.95,0.6088,0.1971,0.0986,0.0,0,-0.0,0.0
2845,2025-12-07,La Coruna,Castellon,H,2.2,0.5507,0.1764,0.0882,0.0,0,-0.0,0.0
2846,2025-12-07,Napoli,Juventus,H,2.35,0.5046,0.1376,0.0688,0.0,1,0.0,0.0
2847,2025-12-07,Dortmund,Hoffenheim,H,1.62,0.65,0.0854,0.0427,0.0,1,0.0,0.0
2848,2025-12-07,Hamburg,Werder Bremen,A,3.0,0.4177,0.1265,0.0632,0.0,0,-0.0,0.0
2849,2025-12-07,Leganes,Cordoba,H,2.3,0.5194,0.1498,0.0749,0.0,0,-0.0,0.0
2850,2025-12-07,Empoli,Palermo,H,3.05,0.495,0.2487,0.1243,0.0,0,-0.0,0.0
2851,2025-12-08,Las Palmas,Mirandes,A,6.5,0.2168,0.0744,0.0372,0.0,0,-0.0,0.0
2852,2025-12-08,Virtus Entella,Spezia,A,3.2,0.3968,0.1226,0.0613,0.0,1,0.0,0.0
2853,2025-12-08,Bari,Pescara,H,1.91,0.557,0.0701,0.0351,0.0,0,-0.0,0.0
2854,2025-12-08,Frosinone,Juve Stabia,H,2.01,0.5391,0.0828,0.0414,0.0,1,0.0,0.0
2855,2025-12-08,Avellino,Venezia,H,4.5,0.2825,0.0774,0.0387,0.0,0,-0.0,0.0
2856,2025-12-08,Avellino,Venezia,D,3.7,0.3184,0.066,0.033,0.0,1,0.0,0.0
2857,2025-12-08,Modena,Catanzaro,A,5.25,0.2599,0.0857,0.0429,0.0,1,0.0,0.0
2858,2025-12-08,Monza,Sudtirol,A,6.5,0.1922,0.0454,0.0227,0.0,0,-0.0,0.0
2859,2025-12-09,QPR,Birmingham,H,2.85,0.4386,0.1352,0.0676,0.0,1,0.0,0.0
2860,2025-12-09,Preston,Coventry,H,3.75,0.3104,0.0596,0.0298,0.0,0,-0.0,0.0
2861,2025-12-12,Laval,Dunkerque,H,3.2,0.3453,0.0477,0.0239,0.0,0,-0.0,0.0
2862,2025-12-12,Greuther Furth,Hertha,H,3.75,0.3077,0.0559,0.028,0.0,0,-0.0,0.0
2863,2025-12-12,Annecy,Le Mans,H,2.7,0.4423,0.1143,0.0571,0.0,0,-0.0,0.0
2864,2025-12-12,Nancy,Clermont,A,3.7,0.3719,0.1393,0.0696,0.0,0,-0.0,0.0
2865,2025-12-12,Union Berlin,RB Leipzig,A,2.2,0.5038,0.0903,0.0452,0.0,0,-0.0,0.0
2866,2025-12-12,Pau FC,Amiens,A,6.0,0.2144,0.0573,0.0286,0.0,1,0.0,0.0
2867,2025-12-13,Karlsruhe,Paderborn,H,3.5,0.3518,0.0925,0.0463,0.0,0,-0.0,0.0
2868,2025-12-13,Metz,Paris SG,D,6.5,0.206,0.0616,0.0308,0.0,0,-0.0,0.0
2869,2025-12-13,Cordoba,Eibar,A,3.9,0.2923,0.0482,0.0241,0.0,0,-0.0,0.0
2870,2025-12-13,Burnley,Fulham,H,4.0,0.3558,0.1411,0.0706,0.0,0,-0.0,0.0
2871,2025-12-13,Valladolid,Andorra,A,4.75,0.2493,0.0491,0.0245,0.0,1,0.0,0.0
2872,2025-12-13,Zaragoza,Cadiz,A,3.7,0.3869,0.1598,0.0799,0.0,1,0.0,0.0
2873,2025-12-13,Ein Frankfurt,Augsburg,H,1.7,0.6194,0.0756,0.0378,0.0,1,0.0,0.0
2874,2025-12-13,Leverkusen,FC Koln,H,1.55,0.6853,0.113,0.0565,0.0,1,0.0,0.0
2875,2025-12-13,St Etienne,Bastia,H,1.67,0.632,0.0827,0.0413,0.0,0,-0.0,0.0
2876,2025-12-13,Rennes,Brest,A,4.1,0.2978,0.0712,0.0356,0.0,0,-0.0,0.0
2877,2025-12-13,Bielefeld,Kaiserslautern,A,3.25,0.3669,0.0855,0.0427,0.0,0,-0.0,0.0
2878,2025-12-13,Grenoble,Montpellier,H,2.9,0.3921,0.0721,0.036,0.0,0,-0.0,0.0
2879,2025-12-13,Juve Stabia,Empoli,A,3.5,0.3485,0.0879,0.0439,0.0,0,-0.0,0.0
2880,2025-12-13,Leicester,Ipswich,H,3.25,0.412,0.1507,0.0753,0.0,1,0.0,0.0
2881,2025-12-13,Wrexham,Watford,H,2.5,0.4737,0.1228,0.0614,0.0,0,-0.0,0.0
2882,2025-12-13,Birmingham,Charlton,A,5.75,0.2268,0.064,0.032,0.0,0,-0.0,0.0
2883,2025-12-13,Birmingham,Charlton,D,4.0,0.2957,0.061,0.0305,0.0,1,0.0,0.0
2884,2025-12-13,Spezia,Modena,H,3.4,0.4409,0.208,0.104,0.0,0,-0.0,0.0
2885,2025-12-13,St Pauli,Heidenheim,A,4.0,0.2873,0.0498,0.0249,0.0,0,-0.0,0.0
2886,2025-12-13,Livingston,Dundee,A,4.1,0.3382,0.1248,0.0624,0.0,0,-0.0,0.0
2887,2025-12-13,Venezia,Monza,H,2.2,0.4764,0.04,0.02,0.0,1,0.0,0.0
2888,2025-12-13,Red Star,Reims,A,2.35,0.4352,0.0169,0.0084,0.0,0,-0.0,0.0
2889,2025-12-14,Carrarese,Virtus Entella,H,2.55,0.5327,0.2312,0.1156,0.0,1,0.0,0.0
2890,2025-12-14,Udinese,Napoli,A,1.85,0.5869,0.1009,0.0504,0.0,0,-0.0,0.0
2891,2025-12-14,Bologna,Juventus,H,2.88,0.3826,0.0542,0.0271,0.0,0,-0.0,0.0
2892,2025-12-14,Nott'm Forest,Tottenham,H,2.55,0.4452,0.0873,0.0437,0.0,1,0.0,0.0
2893,2025-12-14,Sunderland,Newcastle,A,2.25,0.5332,0.1597,0.0798,0.0,0,-0.0,0.0
2894,2025-12-14,Lens,Nice,A,6.25,0.2023,0.0504,0.0252,0.0,0,-0.0,0.0
2895,2025-12-14,Lyon,Le Havre,H,1.6,0.6669,0.1117,0.0558,0.0,1,0.0,0.0
2896,2025-12-14,Freiburg,Dortmund,A,2.15,0.5049,0.0744,0.0372,0.0,0,-0.0,0.0
2897,2025-12-15,Sheffield Weds,Derby,H,3.2,0.3448,0.047,0.0235,0.0,0,-0.0,0.0
2898,2025-12-15,Rangers,Hibernian,H,1.81,0.5943,0.0934,0.0467,0.0,1,0.0,0.0
2899,2025-12-15,Castellon,Mirandes,D,4.33,0.2781,0.0613,0.0307,0.0,0,-0.0,0.0
2900,2025-12-15,Castellon,Mirandes,A,6.5,0.2756,0.1438,0.0719,0.0,0,-0.0,0.0
2901,2025-12-15,Roma,Como,H,2.1,0.5527,0.146,0.073,0.0,1,0.0,0.0
2902,2025-12-19,Dortmund,M'gladbach,H,1.55,0.7138,0.1935,0.0968,0.0,1,0.0,0.0
2903,2025-12-19,Eibar,Valladolid,H,2.45,0.4641,0.0945,0.0473,0.0,1,0.0,0.0
2904,2025-12-20,Tottenham,Liverpool,A,2.0,0.5638,0.1276,0.0638,0.0,1,0.0,0.0
2905,2025-12-20,Dundee United,Hibernian,H,3.5,0.3197,0.0475,0.0238,0.0,0,-0.0,0.0
2906,2025-12-20,Kilmarnock,Falkirk,H,2.55,0.4418,0.0817,0.0408,0.0,0,-0.0,0.0
2907,2025-12-20,Modena,Venezia,A,3.2,0.3617,0.0716,0.0358,0.0,1,0.0,0.0
2908,2025-12-20,St Mirren,Livingston,H,1.81,0.6168,0.1438,0.0719,0.0,1,0.0,0.0
2909,2025-12-20,Blackburn,Millwall,A,3.4,0.3412,0.0667,0.0334,0.0,0,-0.0,0.0
2910,2025-12-20,Newcastle,Chelsea,H,2.75,0.3987,0.0552,0.0276,0.0,0,-0.0,0.0
2911,2025-12-20,Leganes,Sp Gijon,H,2.15,0.4829,0.0332,0.0166,0.0,0,-0.0,0.0
2912,2025-12-20,Holstein Kiel,Dresden,H,1.91,0.599,0.1583,0.0792,0.0,1,0.0,0.0
2913,2025-12-20,Kaiserslautern,Magdeburg,H,2.15,0.5069,0.0782,0.0391,0.0,0,-0.0,0.0
2914,2025-12-20,Bournemouth,Burnley,A,6.5,0.2074,0.0633,0.0316,0.0,0,-0.0,0.0
2915,2025-12-20,Padova,Sampdoria,H,2.7,0.4257,0.0878,0.0439,0.0,0,-0.0,0.0
2916,2025-12-20,Southampton,Coventry,A,2.57,0.4526,0.104,0.052,0.0,0,-0.0,0.0
2917,2025-12-20,Sheffield United,Birmingham,H,2.25,0.5217,0.139,0.0695,0.0,1,0.0,0.0
2918,2025-12-20,Avellino,Palermo,H,4.33,0.3036,0.0945,0.0472,0.0,0,-0.0,0.0
2919,2025-12-20,RB Leipzig,Leverkusen,A,3.2,0.4249,0.1634,0.0817,0.0,1,0.0,0.0
2920,2025-12-20,Stuttgart,Hoffenheim,H,2.0,0.56,0.1199,0.06,0.0,0,-0.0,0.0
2921,2025-12-20,Hamburg,Ein Frankfurt,A,2.55,0.4742,0.135,0.0675,0.0,0,-0.0,0.0
2922,2025-12-20,Augsburg,Werder Bremen,A,3.1,0.357,0.0508,0.0254,0.0,0,-0.0,0.0
2923,2025-12-20,QPR,Leicester,A,2.85,0.3816,0.0474,0.0237,0.0,0,-0.0,0.0
2924,2025-12-20,Preston,Norwich,H,2.15,0.5259,0.1137,0.0569,0.0,0,-0.0,0.0
2925,2025-12-20,Hull,West Brom,H,2.75,0.4204,0.0891,0.0446,0.0,1,0.0,0.0
2926,2025-12-20,Everton,Arsenal,H,5.75,0.2238,0.0604,0.0302,0.0,0,-0.0,0.0
2927,2025-12-20,Leeds,Crystal Palace,A,2.75,0.418,0.0854,0.0427,0.0,0,-0.0,0.0
2928,2025-12-20,Levante,Sociedad,H,3.4,0.3625,0.0969,0.0484,0.0,0,-0.0,0.0
2929,2025-12-21,Burgos,Zaragoza,H,2.15,0.565,0.1866,0.0933,0.0,0,-0.0,0.0
2930,2025-12-21,Mantova,Empoli,A,2.7,0.3976,0.0433,0.0216,0.0,1,0.0,0.0
2931,2025-12-21,Aston Villa,Man United,H,2.1,0.6092,0.2539,0.1269,0.0,1,0.0,0.0
2932,2025-12-21,Cadiz,Castellon,H,3.25,0.4347,0.1835,0.0917,0.0,1,0.0,0.0
2933,2025-12-21,Mirandes,Cordoba,H,3.3,0.4428,0.2006,0.1003,0.0,0,-0.0,0.0
2934,2025-12-21,Villarreal,Barcelona,D,4.75,0.263,0.0665,0.0332,0.0,0,-0.0,0.0
2935,2025-12-21,Hearts,Rangers,A,3.5,0.3634,0.1088,0.0544,0.0,0,-0.0,0.0
2936,2025-12-21,Virtus Entella,Sudtirol,A,3.5,0.3963,0.1549,0.0774,0.0,0,-0.0,0.0
2937,2025-12-26,West Brom,Bristol City,A,3.5,0.3247,0.0545,0.0273,0.0,1,0.0,0.0
2938,2025-12-26,Birmingham,Derby,A,4.2,0.3071,0.0906,0.0453,0.0,0,-0.0,0.0
2939,2025-12-26,Leicester,Watford,H,2.25,0.5128,0.123,0.0615,0.0,0,-0.0,0.0
2940,2025-12-26,Millwall,Ipswich,H,3.6,0.3534,0.1046,0.0523,0.0,0,-0.0,0.0
2941,2025-12-26,Oxford,Southampton,D,3.8,0.3029,0.054,0.027,0.0,0,-0.0,0.0
2942,2025-12-26,Oxford,Southampton,H,3.9,0.3235,0.0902,0.0451,0.0,1,0.0,0.0
2943,2025-12-26,Norwich,Charlton,A,3.7,0.301,0.0422,0.0211,0.0,0,-0.0,0.0
2944,2025-12-27,Chelsea,Aston Villa,A,4.0,0.2909,0.0546,0.0273,0.0,1,0.0,0.0
2945,2025-12-27,Catanzaro,Cesena,H,2.5,0.4269,0.0449,0.0224,0.0,1,0.0,0.0
2946,2025-12-27,Venezia,Virtus Entella,H,1.41,0.72,0.0371,0.0186,0.0,1,0.0,0.0
2947,2025-12-27,Dundee,Falkirk,H,2.95,0.3643,0.0383,0.0191,0.0,1,0.0,0.0
2948,2025-12-27,Rangers,Motherwell,H,1.71,0.6415,0.1365,0.0682,0.0,1,0.0,0.0
2949,2025-12-27,Chelsea,Aston Villa,D,3.9,0.3053,0.0658,0.0329,0.0,0,-0.0,0.0
2950,2025-12-27,Liverpool,Wolves,H,1.25,0.8471,0.2357,0.1179,0.0,1,0.0,0.0
2951,2025-12-27,Livingston,Celtic,A,1.35,0.7535,0.0491,0.0246,0.0,1,0.0,0.0
2952,2025-12-27,Burnley,Everton,H,4.1,0.301,0.0755,0.0378,0.0,0,-0.0,0.0
2953,2025-12-27,Lecce,Como,H,4.75,0.3013,0.115,0.0575,0.0,0,-0.0,0.0
2954,2025-12-27,Udinese,Lazio,A,2.45,0.448,0.0673,0.0337,0.0,0,-0.0,0.0
2955,2025-12-27,Pisa,Juventus,D,4.5,0.2663,0.0567,0.0284,0.0,0,-0.0,0.0
2956,2025-12-27,Pisa,Juventus,H,7.5,0.2032,0.0807,0.0403,0.0,0,-0.0,0.0
2957,2025-12-28,Milan,Verona,H,1.38,0.758,0.1211,0.0606,0.0,1,0.0,0.0
2958,2025-12-28,Sunderland,Leeds,A,2.88,0.3929,0.0699,0.035,0.0,0,-0.0,0.0
2959,2025-12-28,Crystal Palace,Tottenham,H,2.25,0.5407,0.1733,0.0866,0.0,0,-0.0,0.0
2960,2025-12-29,Roma,Genoa,H,1.6,0.6847,0.1591,0.0795,0.0,1,0.0,0.0
2961,2025-12-29,Leicester,Derby,H,2.05,0.5044,0.0325,0.0162,0.0,1,0.0,0.0
2962,2025-12-29,Middlesbrough,Hull,D,3.9,0.2866,0.0406,0.0203,0.0,0,-0.0,0.0
2963,2025-12-29,Coventry,Ipswich,H,2.3,0.5169,0.1452,0.0726,0.0,0,-0.0,0.0
2964,2025-12-29,Sheffield Weds,Blackburn,H,4.5,0.3183,0.1235,0.0618,0.0,0,-0.0,0.0
2965,2025-12-30,Livingston,Dundee United,A,2.65,0.4337,0.0904,0.0452,0.0,1,0.0,0.0
2966,2025-12-30,Hibernian,Aberdeen,H,1.81,0.5653,0.0287,0.0144,0.0,1,0.0,0.0
2967,2025-12-30,Dundee,Kilmarnock,H,2.7,0.4014,0.0492,0.0246,0.0,1,0.0,0.0
2968,2025-12-30,Burnley,Newcastle,H,5.25,0.2732,0.1021,0.0511,0.0,0,-0.0,0.0
2969,2025-12-30,Burnley,Newcastle,D,4.2,0.2887,0.0664,0.0332,0.0,0,-0.0,0.0
2970,2025-12-30,Arsenal,Aston Villa,D,4.75,0.2545,0.0557,0.0279,0.0,0,-0.0,0.0
2971,2025-12-30,Arsenal,Aston Villa,A,7.0,0.1968,0.0629,0.0315,0.0,0,-0.0,0.0
2972,2025-12-30,Nott'm Forest,Everton,A,3.7,0.3391,0.0943,0.0471,0.0,1,0.0,0.0
2973,2025-12-30,Rangers,St Mirren,H,1.57,0.7113,0.2049,0.1024,0.0,1,0.0,0.0
2974,2026-01-01,Sheffield United,Leicester,A,4.33,0.2867,0.0725,0.0363,0.0,0,-0.0,0.0
2975,2026-01-01,Hull,Stoke,H,2.32,0.4698,0.0681,0.034,0.0,0,-0.0,0.0
2976,2026-01-01,Swansea,West Brom,H,2.7,0.4175,0.0749,0.0374,0.0,1,0.0,0.0
2977,2026-01-01,Watford,Birmingham,H,2.3,0.5122,0.137,0.0685,0.0,1,0.0,0.0
2978,2026-01-01,Liverpool,Leeds,H,1.55,0.685,0.1122,0.0561,0.0,0,-0.0,0.0
2979,2026-01-01,Ipswich,Oxford,A,11.0,0.143,0.0574,0.0287,0.0,0,-0.0,0.0
2980,2026-01-01,Southampton,Millwall,A,4.5,0.3332,0.1427,0.0714,0.0,0,-0.0,0.0
2981,2026-01-01,Brentford,Tottenham,H,2.1,0.5267,0.0963,0.0482,0.0,0,-0.0,0.0
2982,2026-01-02,Eibar,Mirandes,A,7.5,0.2527,0.1378,0.0689,0.0,0,-0.0,0.0
2983,2026-01-02,Toulouse,Lens,A,2.55,0.4261,0.0558,0.0279,0.0,1,0.0,0.0
2984,2026-01-03,Guingamp,Boulogne,H,1.85,0.5613,0.0453,0.0226,0.0,1,0.0,0.0
2985,2026-01-03,Lille,Rennes,H,1.9,0.5908,0.136,0.068,0.0,0,-0.0,0.0
2986,2026-01-03,Reims,Annecy,H,1.75,0.5746,0.0075,0.0037,0.0,1,0.0,0.0
2987,2026-01-03,Elche,Villarreal,A,2.2,0.5043,0.0912,0.0456,0.0,1,0.0,0.0
2988,2026-01-03,Amiens,Nancy,H,3.4,0.4929,0.2817,0.1408,0.0,0,-0.0,0.0
2989,2026-01-03,Hearts,Livingston,H,1.27,0.8402,0.2483,0.1241,0.0,1,0.0,0.0
2990,2026-01-03,Castellon,Huesca,A,6.25,0.2595,0.1185,0.0592,0.0,0,-0.0,0.0
2991,2026-01-03,Castellon,Huesca,D,4.1,0.2808,0.0488,0.0244,0.0,0,-0.0,0.0
2992,2026-01-03,Valladolid,Santander,A,3.2,0.4814,0.2456,0.1228,0.0,0,-0.0,0.0
2993,2026-01-03,Wolves,West Ham,A,2.88,0.3844,0.0569,0.0285,0.0,0,-0.0,0.0
2994,2026-01-03,Aston Villa,Nott'm Forest,H,1.75,0.6713,0.2331,0.1166,0.0,1,0.0,0.0
2995,2026-01-03,Nice,Strasbourg,H,2.7,0.4045,0.0542,0.0271,0.0,0,-0.0,0.0
2996,2026-01-04,Le Havre,Angers,A,3.7,0.3399,0.0955,0.0477,0.0,0,-0.0,0.0
2997,2026-01-04,Sevilla,Levante,A,4.75,0.2511,0.0514,0.0257,0.0,1,0.0,0.0
2998,2026-01-04,Sociedad,Ath Madrid,A,1.91,0.5682,0.0936,0.0468,0.0,0,-0.0,0.0
2999,2026-01-04,La Coruna,Cadiz,A,5.0,0.2956,0.1195,0.0597,0.0,0,-0.0,0.0
3000,2026-01-04,Birmingham,Coventry,A,2.65,0.4529,0.1214,0.0607,0.0,0,-0.0,0.0
3001,2026-01-04,La Coruna,Cadiz,D,3.6,0.3104,0.0452,0.0226,0.0,1,0.0,0.0
3002,2026-01-05,Leicester,West Brom,H,2.5,0.5048,0.1747,0.0874,0.0,1,0.0,0.0
3003,2026-01-06,Pisa,Como,H,5.5,0.2632,0.0995,0.0498,0.0,0,-0.0,0.0
3004,2026-01-06,Rangers,Aberdeen,H,1.49,0.7471,0.2311,0.1155,0.0,1,0.0,0.0
3005,2026-01-07,Lazio,Fiorentina,H,2.4,0.517,0.172,0.086,0.0,0,-0.0,0.0
3006,2026-01-07,Everton,Wolves,H,1.75,0.6471,0.1766,0.0883,0.0,0,-0.0,0.0
3007,2026-01-07,Napoli,Verona,H,1.36,0.8263,0.3437,0.1718,0.0,0,-0.0,0.0
3008,2026-01-07,Parma,Inter,D,5.0,0.2462,0.0577,0.0289,0.0,0,-0.0,0.0
3009,2026-01-07,Torino,Udinese,H,2.3,0.4846,0.0881,0.0441,0.0,0,-0.0,0.0
3010,2026-01-07,Brentford,Sunderland,H,1.85,0.6033,0.1366,0.0683,0.0,1,0.0,0.0
3011,2026-01-07,Burnley,Man United,H,4.75,0.2951,0.1071,0.0536,0.0,0,-0.0,0.0
3012,2026-01-08,Milan,Genoa,H,1.44,0.7459,0.1685,0.0842,0.0,0,-0.0,0.0
3013,2026-01-09,Getafe,Sociedad,H,3.3,0.3965,0.1341,0.0671,0.0,0,-0.0,0.0
3014,2026-01-09,Cadiz,Sp Gijon,H,2.57,0.4802,0.1492,0.0746,0.0,1,0.0,0.0
3015,2026-01-09,Ein Frankfurt,Dortmund,H,3.6,0.3161,0.053,0.0265,0.0,0,-0.0,0.0
3016,2026-01-10,Las Palmas,La Coruna,H,2.05,0.5277,0.0778,0.0389,0.0,0,-0.0,0.0
3017,2026-01-10,Mirandes,Almeria,H,3.5,0.3325,0.0655,0.0328,0.0,0,-0.0,0.0
3018,2026-01-10,Leverkusen,Stuttgart,H,1.95,0.5959,0.1706,0.0853,0.0,0,-0.0,0.0
3019,2026-01-10,Villarreal,Alaves,H,1.45,0.7166,0.0867,0.0433,0.0,1,0.0,0.0
3020,2026-01-10,Santander,Zaragoza,H,1.66,0.6623,0.1507,0.0753,0.0,0,-0.0,0.0
3021,2026-01-10,Como,Bologna,A,4.2,0.2878,0.0652,0.0326,0.0,0,-0.0,0.0
3022,2026-01-10,Livingston,Kilmarnock,A,3.1,0.3744,0.0765,0.0383,0.0,0,-0.0,0.0
3023,2026-01-10,Reggiana,Venezia,H,5.25,0.2543,0.0788,0.0394,0.0,0,-0.0,0.0
3024,2026-01-10,Cesena,Empoli,A,4.2,0.2824,0.0582,0.0291,0.0,1,0.0,0.0
3025,2026-01-10,Carrarese,Bari,A,4.33,0.2751,0.0574,0.0287,0.0,0,-0.0,0.0
3026,2026-01-10,Avellino,Sampdoria,H,3.0,0.4313,0.147,0.0735,0.0,1,0.0,0.0
3027,2026-01-10,Reggiana,Venezia,D,3.9,0.3093,0.0711,0.0355,0.0,0,-0.0,0.0
3028,2026-01-11,Verona,Lazio,A,2.35,0.4984,0.1269,0.0634,0.0,1,0.0,0.0
3029,2026-01-11,Dundee,Hearts,H,8.0,0.2177,0.1059,0.0529,0.0,0,-0.0,0.0
3030,2026-01-11,Malaga,Ceuta,A,3.5,0.3292,0.0609,0.0304,0.0,0,-0.0,0.0
3031,2026-01-11,Granada,Castellon,H,3.0,0.4236,0.1354,0.0677,0.0,0,-0.0,0.0
3032,2026-01-11,Leganes,Valladolid,H,2.35,0.5478,0.2129,0.1064,0.0,1,0.0,0.0
3033,2026-01-11,Padova,Modena,H,4.33,0.366,0.1756,0.0878,0.0,1,0.0,0.0
3034,2026-01-12,Sevilla,Celta,A,2.75,0.4007,0.0582,0.0291,0.0,1,0.0,0.0
3035,2026-01-12,Huesca,Cordoba,H,2.82,0.3903,0.0553,0.0277,0.0,0,-0.0,0.0
3036,2026-01-13,Stuttgart,Ein Frankfurt,A,4.2,0.2775,0.0517,0.0259,0.0,0,-0.0,0.0
3037,2026-01-14,FC Koln,Bayern Munich,D,7.5,0.1918,0.0674,0.0337,0.0,0,-0.0,0.0
3038,2026-01-14,Hearts,St Mirren,H,1.41,0.7105,0.0046,0.0023,0.0,1,0.0,0.0
3039,2026-01-15,Verona,Bologna,A,2.1,0.5028,0.0509,0.0254,0.0,1,0.0,0.0
3040,2026-01-16,Castellon,Leganes,D,4.1,0.2918,0.0633,0.0316,0.0,0,-0.0,0.0
3041,2026-01-16,Castellon,Leganes,A,5.25,0.3027,0.1386,0.0693,0.0,0,-0.0,0.0
3042,2026-01-16,Pisa,Atalanta,H,6.5,0.1981,0.0523,0.0262,0.0,0,-0.0,0.0
3043,2026-01-16,Fortuna Dusseldorf,Bielefeld,H,2.55,0.479,0.1428,0.0714,0.0,1,0.0,0.0
3044,2026-01-17,Leeds,Fulham,A,3.5,0.3528,0.094,0.047,0.0,0,-0.0,0.0
3045,2026-01-17,Wrexham,Norwich,H,2.2,0.6492,0.3568,0.1784,0.0,0,-0.0,0.0
3046,2026-01-17,Napoli,Sassuolo,H,1.48,0.7265,0.1567,0.0783,0.0,1,0.0,0.0
3047,2026-01-17,Angers,Marseille,H,5.75,0.2217,0.0579,0.0289,0.0,0,-0.0,0.0
3048,2026-01-17,PreuÃen MÃ¼nster,Karlsruhe,A,3.8,0.3527,0.1216,0.0608,0.0,1,0.0,0.0
3049,2026-01-17,Preston,Derby,H,2.2,0.4939,0.0722,0.0361,0.0,0,-0.0,0.0
3050,2026-01-17,Sheffield Weds,Portsmouth,H,3.4,0.3428,0.069,0.0345,0.0,0,-0.0,0.0
3051,2026-01-17,Lens,Auxerre,H,1.42,0.7233,0.0645,0.0323,0.0,1,0.0,0.0
3052,2026-01-17,Sunderland,Crystal Palace,A,2.75,0.4575,0.1475,0.0738,0.0,0,-0.0,0.0
3053,2026-01-17,Toulouse,Nice,A,3.9,0.3358,0.1067,0.0534,0.0,0,-0.0,0.0
3054,2026-01-17,Southampton,Hull,A,4.75,0.3038,0.1181,0.059,0.0,1,0.0,0.0
3055,2026-01-17,Swansea,Birmingham,H,2.65,0.45,0.1166,0.0583,0.0,0,-0.0,0.0
3056,2026-01-17,Bari,Juve Stabia,H,3.1,0.3646,0.0621,0.031,0.0,0,-0.0,0.0
3057,2026-01-17,Chelsea,Brentford,D,4.0,0.3003,0.0671,0.0335,0.0,0,-0.0,0.0
3058,2026-01-17,Empoli,Sudtirol,H,2.2,0.5257,0.1304,0.0652,0.0,0,-0.0,0.0
3059,2026-01-17,Zaragoza,Sociedad B,A,5.0,0.2706,0.0882,0.0441,0.0,0,-0.0,0.0
3060,2026-01-17,Cultural Leonesa,Sp Gijon,H,3.2,0.3754,0.0915,0.0458,0.0,0,-0.0,0.0
3061,2026-01-17,Ceuta,Valladolid,H,2.5,0.5504,0.2507,0.1253,0.0,0,-0.0,0.0
3062,2026-01-17,FC Koln,Mainz,A,3.25,0.3408,0.0479,0.0239,0.0,0,-0.0,0.0
3063,2026-01-17,Reggiana,Cesena,H,3.7,0.3274,0.0782,0.0391,0.0,0,-0.0,0.0
3064,2026-01-17,Hoffenheim,Leverkusen,A,2.7,0.5359,0.2629,0.1315,0.0,0,-0.0,0.0
3065,2026-01-17,Betis,Villarreal,A,2.63,0.4271,0.0756,0.0378,0.0,0,-0.0,0.0
3066,2026-01-17,Dresden,Greuther Furth,A,3.75,0.3471,0.1097,0.0548,0.0,0,-0.0,0.0
3067,2026-01-17,Avellino,Carrarese,H,2.65,0.4403,0.1011,0.0506,0.0,0,-0.0,0.0
3068,2026-01-17,Monza,Frosinone,A,4.5,0.3299,0.1385,0.0692,0.0,0,-0.0,0.0
3069,2026-01-17,Padova,Mantova,H,2.25,0.4825,0.0684,0.0342,0.0,0,-0.0,0.0
3070,2026-01-17,Dortmund,St Pauli,H,1.33,0.7994,0.1916,0.0958,0.0,1,0.0,0.0
3071,2026-01-18,Bologna,Fiorentina,H,2.2,0.5163,0.1131,0.0566,0.0,0,-0.0,0.0
3072,2026-01-18,Milan,Lecce,H,1.29,0.814,0.1727,0.0864,0.0,1,0.0,0.0
