match_date,league,home_team,away_team,outcome,p_model,odds,implied_prob,edge,EV,kelly_fraction,half_kelly,actual_result,won,profit_flat,profit_kelly,clv
2024-09-30,SerieA,Parma,Cagliari,H,0.5095,2.1,0.4762,0.0552,0.07,0.0637,0.0318,A,0,-1.0,-0.0318,0.0677
2024-10-01,Championship,West Brom,Middlesbrough,H,0.4741,2.4,0.4167,0.0839,0.1378,0.0984,0.0492,A,0,-1.0,-0.0492,0.1291
2024-10-01,Championship,Norwich,Leeds,H,0.3234,3.9,0.2564,0.0823,0.2614,0.0901,0.0451,D,0,-1.0,-0.0451,0.2322
2024-10-02,Championship,Stoke,Portsmouth,A,0.273,4.33,0.2309,0.056,0.182,0.0546,0.0273,H,0,-1.0,-0.0273,0.1672
2024-10-04,Bundesliga2,Karlsruhe,Darmstadt,H,0.6255,1.67,0.5988,0.0637,0.0446,0.0666,0.0333,D,0,-1.0,-0.0333,0.0437
2024-10-04,Championship,Sunderland,Leeds,A,0.4519,2.4,0.4167,0.0598,0.0847,0.0605,0.0302,D,0,-1.0,-0.0302,0.0813
2024-10-04,SerieA,Verona,Venezia,H,0.4924,2.5,0.4,0.1141,0.2311,0.1541,0.077,H,1,1.5,0.1155,0.2079
2024-10-04,LaLiga,Leganes,Valencia,H,0.3793,2.9,0.3448,0.0507,0.1,0.0526,0.0263,D,0,-1.0,-0.0263,0.0953
2024-10-04,Segunda,Huesca,Cadiz,H,0.3925,3.1,0.3226,0.0853,0.2167,0.1032,0.0516,H,1,2.1,0.1084,0.1962
2024-10-04,SerieB,Sampdoria,Juve Stabia,H,0.5821,1.95,0.5128,0.0966,0.1351,0.1422,0.0711,A,0,-1.0,-0.0711,0.1267
2024-10-04,Ligue2,Annecy,Red Star,H,0.5944,2.05,0.4878,0.1341,0.2186,0.2082,0.1041,H,1,1.05,0.1093,0.1977
2024-10-05,EPL,Leicester,Bournemouth,H,0.3821,3.1,0.3226,0.0761,0.1844,0.0878,0.0439,H,1,2.1,0.0922,0.1692
2024-10-05,Championship,West Brom,Millwall,H,0.5528,1.91,0.5236,0.0625,0.0559,0.0614,0.0307,D,0,-1.0,-0.0307,0.0544
2024-10-05,LaLiga,Getafe,Osasuna,A,0.3238,3.9,0.2564,0.081,0.2629,0.0907,0.0453,D,0,-1.0,-0.0453,0.2334
2024-10-05,Bundesliga,Werder Bremen,Freiburg,H,0.4243,2.6,0.3846,0.0598,0.1033,0.0646,0.0323,A,0,-1.0,-0.0323,0.0983
2024-10-05,LaLiga,Valladolid,Vallecano,H,0.3929,3.1,0.3226,0.0874,0.2179,0.1037,0.0519,A,0,-1.0,-0.0519,0.1971
2024-10-05,Ligue1,Rennes,Monaco,A,0.4489,2.55,0.3922,0.0747,0.1446,0.0933,0.0466,A,1,1.55,0.0723,0.135
2024-10-05,Championship,Plymouth,Blackburn,H,0.3712,3.1,0.3226,0.0695,0.1508,0.0718,0.0359,H,1,2.1,0.0754,0.1405
2024-10-05,Championship,Watford,Middlesbrough,H,0.3408,3.5,0.2857,0.0717,0.193,0.0772,0.0386,H,1,2.5,0.0965,0.1764
2024-10-05,ScottishPrem,St Mirren,Dundee United,H,0.4918,2.3,0.4348,0.0817,0.1311,0.1008,0.0504,A,0,-1.0,-0.0504,0.1232
2024-10-05,Bundesliga,Union Berlin,Dortmund,A,0.5524,2.15,0.4651,0.1111,0.1878,0.1633,0.0816,H,0,-1.0,-0.0816,0.1721
2024-10-05,ScottishPrem,Dundee,Kilmarnock,A,0.3701,3.0,0.3333,0.0543,0.1104,0.0552,0.0276,A,1,2.0,0.0552,0.1047
2024-10-05,Segunda,Eibar,Sp Gijon,H,0.5157,2.05,0.4878,0.0552,0.0572,0.0544,0.0272,A,0,-1.0,-0.0272,0.0556
2024-10-05,Segunda,Tenerife,Cartagena,A,0.258,4.75,0.2105,0.0594,0.2255,0.0601,0.0301,H,0,-1.0,-0.0301,0.2034
2024-10-05,Segunda,Ferrol,Elche,H,0.348,3.3,0.303,0.0634,0.1485,0.0646,0.0323,H,1,2.3,0.0742,0.1384
2024-10-05,Segunda,Almeria,Burgos,A,0.2794,4.5,0.2222,0.0704,0.2573,0.0735,0.0368,H,0,-1.0,-0.0368,0.229
2024-10-05,Segunda,Mirandes,Granada,H,0.4346,2.88,0.3472,0.1078,0.2516,0.1338,0.0669,A,0,-1.0,-0.0669,0.2244
2024-10-05,Championship,Burnley,Preston,H,0.6221,1.67,0.5988,0.0582,0.0388,0.058,0.029,D,0,-1.0,-0.029,0.0381
2024-10-05,Ligue2,Ajaccio,Martigues,H,0.5437,1.9,0.5263,0.0523,0.0331,0.0367,0.0184,D,0,-1.0,-0.0184,0.0325
2024-10-05,Bundesliga2,FC Koln,Ulm,D,0.2348,6.0,0.1667,0.0783,0.4088,0.0818,0.0409,H,0,-1.0,-0.0409,0.3427
2024-10-05,SerieB,Frosinone,Carrarese,H,0.5472,1.9,0.5263,0.0516,0.0396,0.044,0.022,A,0,-1.0,-0.022,0.0388
2024-10-05,Ligue2,Clermont,Guingamp,H,0.4436,2.6,0.3846,0.0834,0.1533,0.0958,0.0479,H,1,1.6,0.0767,0.1426
2024-10-05,SerieA,Udinese,Lecce,H,0.5202,2.2,0.4545,0.0916,0.1444,0.1203,0.0601,H,1,1.2,0.0722,0.1348
2024-10-06,Bundesliga,Ein Frankfurt,Bayern Munich,H,0.2758,5.5,0.1818,0.1039,0.5168,0.1149,0.0574,D,0,-1.0,-0.0574,0.4166
2024-10-06,Segunda,Albacete,Cordoba,H,0.5657,2.1,0.4762,0.1148,0.1881,0.171,0.0855,D,0,-1.0,-0.0855,0.1723
2024-10-06,SerieA,Bologna,Parma,H,0.6218,1.8,0.5556,0.0961,0.1193,0.1491,0.0746,D,0,-1.0,-0.0746,0.1127
2024-10-06,SerieA,Juventus,Cagliari,H,0.7703,1.38,0.7246,0.0799,0.063,0.1659,0.0829,D,0,-1.0,-0.0829,0.0611
2024-10-06,Segunda,Eldense,Castellon,H,0.4923,2.6,0.3846,0.1297,0.2799,0.175,0.0875,A,0,-1.0,-0.0875,0.2468
2024-10-06,ScottishPrem,Aberdeen,Hearts,A,0.2619,4.75,0.2105,0.0632,0.2442,0.0651,0.0326,H,0,-1.0,-0.0326,0.2185
2024-10-06,Bundesliga2,Fortuna Dusseldorf,Hamburg,H,0.5185,2.45,0.4082,0.135,0.2703,0.1864,0.0932,A,0,-1.0,-0.0932,0.2393
2024-10-06,Ligue1,Lyon,Nantes,H,0.6189,1.75,0.5714,0.0797,0.0832,0.1109,0.0554,H,1,0.75,0.0416,0.0799
2024-10-06,EPL,Aston Villa,Man United,H,0.5376,2.2,0.4545,0.1065,0.1826,0.1522,0.0761,D,0,-1.0,-0.0761,0.1677
2024-10-06,Ligue1,Brest,Le Havre,H,0.6035,1.8,0.5556,0.0772,0.0863,0.1079,0.0539,H,1,0.8,0.0432,0.0828
2024-10-06,SerieB,Catanzaro,Modena,H,0.458,2.7,0.3704,0.1089,0.2366,0.1392,0.0696,D,0,-1.0,-0.0696,0.2124
2024-10-06,LaLiga,Sevilla,Betis,A,0.3722,3.0,0.3333,0.0559,0.1165,0.0582,0.0291,H,0,-1.0,-0.0291,0.1102
2024-10-06,SerieB,Cosenza,Sudtirol,H,0.436,2.55,0.3922,0.0696,0.1118,0.0721,0.0361,A,0,-1.0,-0.0361,0.1059
2024-10-06,Bundesliga,Heidenheim,RB Leipzig,H,0.277,4.5,0.2222,0.0657,0.2464,0.0704,0.0352,A,0,-1.0,-0.0352,0.2202
2024-10-06,Ligue1,Nice,Paris SG,H,0.288,4.75,0.2105,0.0873,0.3682,0.0982,0.0491,D,0,-1.0,-0.0491,0.3135
2024-10-12,Segunda,Cartagena,Ferrol,H,0.4445,2.55,0.3922,0.0752,0.1335,0.0861,0.0431,A,0,-1.0,-0.0431,0.1253
2024-10-13,Segunda,Elche,La Coruna,H,0.4516,2.6,0.3846,0.0939,0.1743,0.1089,0.0545,D,0,-1.0,-0.0545,0.1607
2024-10-13,Segunda,Huesca,Albacete,H,0.4708,2.45,0.4082,0.0877,0.1534,0.1058,0.0529,D,0,-1.0,-0.0529,0.1427
2024-10-13,Segunda,Granada,Cordoba,H,0.5711,1.91,0.5236,0.0769,0.0908,0.0998,0.0499,H,1,0.91,0.0454,0.0869
2024-10-13,Segunda,Oviedo,Almeria,H,0.5088,2.35,0.4255,0.1098,0.1956,0.1449,0.0724,H,1,1.35,0.0978,0.1786
2024-10-14,Segunda,Sp Gijon,Castellon,H,0.5465,2.25,0.4444,0.1286,0.2296,0.1837,0.0918,H,1,1.25,0.1148,0.2067
2024-10-18,Ligue2,Red Star,Caen,A,0.4188,2.6,0.3846,0.0714,0.0888,0.0555,0.0278,D,0,-1.0,-0.0278,0.0851
2024-10-18,Segunda,Cordoba,Cartagena,A,0.3273,6.25,0.16,0.1757,1.0456,0.1992,0.0996,H,0,-1.0,-0.0996,0.7157
2024-10-18,Championship,Leeds,Sheffield United,H,0.558,1.9,0.5263,0.0649,0.0602,0.0669,0.0335,H,1,0.9,0.0301,0.0585
2024-10-18,LaLiga,Alaves,Valladolid,A,0.2222,5.75,0.1739,0.0562,0.2779,0.0585,0.0292,A,1,4.75,0.1389,0.2452
2024-10-18,SerieB,Bari,Catanzaro,A,0.2604,4.5,0.2222,0.0528,0.172,0.0491,0.0246,D,0,-1.0,-0.0246,0.1587
2024-10-18,LaLiga,Alaves,Valladolid,D,0.2997,3.9,0.2564,0.055,0.169,0.0583,0.0291,A,0,-1.0,-0.0291,0.1561
2024-10-18,Bundesliga2,Hertha,Braunschweig,H,0.5955,1.85,0.5405,0.089,0.1017,0.1197,0.0598,H,1,0.85,0.0509,0.0969
2024-10-18,Bundesliga2,Darmstadt,FC Koln,H,0.2874,4.0,0.25,0.052,0.1496,0.0499,0.0249,H,1,3.0,0.0748,0.1394
2024-10-19,Segunda,Granada,Tenerife,A,0.2255,5.75,0.1739,0.0623,0.2966,0.0625,0.0312,H,0,-1.0,-0.0312,0.2598
2024-10-19,LaLiga,Celta,Real Madrid,A,0.6967,1.6,0.625,0.1059,0.1148,0.1913,0.0957,A,1,0.6,0.0574,0.1087
2024-10-19,EPL,Fulham,Aston Villa,A,0.4034,2.8,0.3571,0.0636,0.1296,0.072,0.036,A,1,1.8,0.0648,0.1219
2024-10-19,Championship,Stoke,Norwich,A,0.4133,2.63,0.3802,0.0568,0.0869,0.0533,0.0267,D,0,-1.0,-0.0267,0.0833
2024-10-19,Segunda,Castellon,Levante,A,0.441,3.4,0.2941,0.1646,0.4993,0.208,0.104,H,0,-1.0,-0.104,0.405
2024-10-19,Championship,Preston,Coventry,H,0.4111,2.75,0.3636,0.0702,0.1305,0.0746,0.0373,H,1,1.75,0.0653,0.1227
2024-10-19,Championship,Oxford,West Brom,H,0.3168,3.9,0.2564,0.0737,0.2354,0.0812,0.0406,D,0,-1.0,-0.0406,0.2114
2024-10-19,LaLiga,Girona,Sociedad,H,0.4747,2.4,0.4167,0.0809,0.1393,0.0995,0.0498,A,0,-1.0,-0.0498,0.1305
2024-10-19,SerieA,Genoa,Bologna,H,0.3054,3.75,0.2667,0.0525,0.1454,0.0529,0.0264,D,0,-1.0,-0.0264,0.1358
2024-10-19,Championship,Sheffield Weds,Burnley,A,0.4388,2.6,0.3846,0.0769,0.1408,0.088,0.044,A,1,1.6,0.0704,0.1318
2024-10-19,EPL,Southampton,Leicester,A,0.4049,3.0,0.3333,0.0886,0.2148,0.1074,0.0537,A,1,2.0,0.1074,0.1946
2024-10-19,EPL,Ipswich,Everton,A,0.3716,3.0,0.3333,0.0561,0.1148,0.0574,0.0287,A,1,2.0,0.0574,0.1087
2024-10-19,Bundesliga2,Regensburg,Fortuna Dusseldorf,A,0.6346,1.75,0.5714,0.0983,0.1105,0.1474,0.0737,A,1,0.75,0.0553,0.1048
2024-10-19,Ligue1,Brest,Rennes,H,0.4626,2.9,0.3448,0.135,0.3415,0.1798,0.0899,D,0,-1.0,-0.0899,0.2938
2024-10-19,Bundesliga,Bayern Munich,Stuttgart,A,0.2032,7.5,0.1333,0.0773,0.5241,0.0806,0.0403,H,0,-1.0,-0.0403,0.4214
2024-10-19,Bundesliga,Bayern Munich,Stuttgart,D,0.245,5.25,0.1905,0.0652,0.2863,0.0674,0.0337,H,0,-1.0,-0.0337,0.2518
2024-10-19,Bundesliga,M'gladbach,Heidenheim,A,0.3151,4.1,0.2439,0.0839,0.292,0.0942,0.0471,H,0,-1.0,-0.0471,0.2562
2024-10-19,ScottishPrem,Motherwell,Dundee,H,0.5594,2.05,0.4878,0.1001,0.1467,0.1397,0.0699,A,0,-1.0,-0.0699,0.1369
2024-10-19,SerieB,Sudtirol,Pisa,H,0.4114,3.1,0.3226,0.107,0.2752,0.1311,0.0655,A,0,-1.0,-0.0655,0.2431
2024-10-19,EPL,Bournemouth,Arsenal,A,0.6671,1.65,0.6061,0.0966,0.1007,0.1549,0.0774,H,0,-1.0,-0.0774,0.0959
2024-10-20,SerieA,Empoli,Napoli,H,0.2601,6.0,0.1667,0.1015,0.5605,0.1121,0.056,A,0,-1.0,-0.056,0.445
2024-10-20,Ligue1,Nantes,Nice,A,0.4533,2.38,0.4202,0.0533,0.0789,0.0572,0.0286,D,0,-1.0,-0.0286,0.0759
2024-10-20,Championship,Hull,Sunderland,H,0.4476,2.88,0.3472,0.1205,0.2891,0.1538,0.0769,A,0,-1.0,-0.0769,0.254
2024-10-20,LaLiga,Villarreal,Getafe,H,0.6195,1.67,0.5988,0.0556,0.0345,0.0515,0.0257,D,0,-1.0,-0.0257,0.0339
2024-10-20,Segunda,Elche,Sp Gijon,A,0.3021,4.1,0.2439,0.074,0.2387,0.077,0.0385,H,0,-1.0,-0.0385,0.214
2024-10-20,SerieA,Lecce,Fiorentina,A,0.4817,2.3,0.4348,0.0678,0.1079,0.083,0.0415,A,1,1.3,0.054,0.1025
2024-10-20,Bundesliga2,Ulm,Karlsruhe,A,0.5066,2.05,0.4878,0.0521,0.0386,0.0368,0.0184,A,1,1.05,0.0193,0.0379
2024-10-20,Bundesliga,Holstein Kiel,Union Berlin,H,0.3617,3.5,0.2857,0.0905,0.2658,0.1063,0.0532,A,0,-1.0,-0.0532,0.2357
2024-10-20,Ligue1,Montpellier,Marseille,H,0.2858,4.33,0.2309,0.0677,0.2375,0.0713,0.0357,A,0,-1.0,-0.0357,0.2131
2024-10-20,SerieB,Reggiana,Frosinone,A,0.3816,2.88,0.3472,0.0546,0.0989,0.0526,0.0263,H,0,-1.0,-0.0263,0.0943
2024-10-20,SerieA,Cagliari,Torino,A,0.4448,2.7,0.3704,0.0921,0.2009,0.1182,0.0591,H,0,-1.0,-0.0591,0.1831
2024-10-22,Segunda,Castellon,Granada,A,0.3556,3.25,0.3077,0.0649,0.1558,0.0692,0.0346,A,1,2.25,0.0779,0.1448
2024-10-22,Championship,QPR,Coventry,H,0.3868,2.9,0.3448,0.0612,0.1216,0.064,0.032,D,0,-1.0,-0.032,0.1147
2024-10-22,Championship,Oxford,Derby,H,0.4383,2.55,0.3922,0.0696,0.1177,0.076,0.038,D,0,-1.0,-0.038,0.1113
2024-10-22,Championship,Cardiff,Portsmouth,A,0.2829,4.2,0.2381,0.0574,0.1882,0.0588,0.0294,H,0,-1.0,-0.0294,0.1724
2024-10-23,Championship,Millwall,Plymouth,D,0.2854,4.1,0.2439,0.0577,0.17,0.0548,0.0274,H,0,-1.0,-0.0274,0.157
2024-10-23,Championship,Luton,Sunderland,H,0.4423,2.55,0.3922,0.0719,0.1278,0.0825,0.0412,A,0,-1.0,-0.0412,0.1203
2024-10-23,Segunda,Cartagena,Elche,H,0.3504,3.4,0.2941,0.0736,0.1915,0.0798,0.0399,D,0,-1.0,-0.0399,0.1752
2024-10-23,Segunda,Santander,Cordoba,H,0.6492,1.85,0.5405,0.1414,0.2011,0.2366,0.1183,H,1,0.85,0.1005,0.1832
2024-10-23,Segunda,Eibar,Cadiz,H,0.5029,2.3,0.4348,0.0929,0.1567,0.1205,0.0603,H,1,1.3,0.0783,0.1455
2024-10-24,Segunda,Tenerife,Malaga,A,0.2769,4.2,0.2381,0.0524,0.1629,0.0509,0.0254,D,0,-1.0,-0.0254,0.1509
2024-10-24,Segunda,Almeria,Albacete,A,0.2595,4.75,0.2105,0.0621,0.2327,0.062,0.031,H,0,-1.0,-0.031,0.2092
2024-10-24,Segunda,Levante,La Coruna,H,0.5112,2.1,0.4762,0.0638,0.0735,0.0668,0.0334,H,1,1.1,0.0367,0.0709
2024-10-25,LaLiga,Espanol,Sevilla,H,0.4048,3.0,0.3333,0.0897,0.2145,0.1072,0.0536,A,0,-1.0,-0.0536,0.1943
2024-10-25,SerieA,Udinese,Cagliari,H,0.5147,2.2,0.4545,0.0861,0.1324,0.1103,0.0552,H,1,1.2,0.0662,0.1243
2024-10-25,SerieA,Torino,Como,H,0.5743,2.63,0.3802,0.215,0.5103,0.3131,0.1565,H,1,1.63,0.2552,0.4123
2024-10-25,Ligue2,Rodez,Lorient,H,0.3303,3.75,0.2667,0.0824,0.2385,0.0867,0.0434,D,0,-1.0,-0.0434,0.2139
2024-10-25,Ligue2,Clermont,Martigues,H,0.6374,1.73,0.578,0.0974,0.1026,0.1406,0.0703,A,0,-1.0,-0.0703,0.0977
2024-10-25,Bundesliga,Mainz,M'gladbach,H,0.4662,2.3,0.4348,0.0555,0.0722,0.0555,0.0278,D,0,-1.0,-0.0278,0.0697
2024-10-25,EPL,Leicester,Nott'm Forest,H,0.4438,3.0,0.3333,0.1272,0.3313,0.1657,0.0828,A,0,-1.0,-0.0828,0.2862
2024-10-25,Bundesliga2,Nurnberg,Regensburg,H,0.6108,1.67,0.5988,0.0517,0.0201,0.03,0.015,H,1,0.67,0.01,0.0199
2024-10-25,SerieB,Spezia,Bari,H,0.5213,2.0,0.5,0.0507,0.0426,0.0426,0.0213,D,0,-1.0,-0.0213,0.0417
2024-10-25,Bundesliga2,FC Koln,Paderborn,A,0.2605,4.5,0.2222,0.0532,0.172,0.0492,0.0246,A,1,3.5,0.086,0.1587
2024-10-25,Championship,Portsmouth,Sheffield Weds,H,0.3855,3.4,0.2941,0.1092,0.3107,0.1295,0.0647,A,0,-1.0,-0.0647,0.2706
2024-10-25,Ligue2,Dunkerque,Red Star,H,0.5497,2.38,0.4202,0.1538,0.3082,0.2233,0.1117,H,1,1.38,0.1541,0.2687
2024-10-26,EPL,Aston Villa,Bournemouth,H,0.6072,1.85,0.5405,0.0973,0.1234,0.1452,0.0726,D,0,-1.0,-0.0726,0.1164
2024-10-26,EPL,Man City,Southampton,H,0.9196,1.11,0.9009,0.0695,0.0208,0.1887,0.0944,H,1,0.11,0.0104,0.0205
2024-10-26,Bundesliga,Augsburg,Dortmund,A,0.5844,1.9,0.5263,0.0851,0.1104,0.1226,0.0613,H,0,-1.0,-0.0613,0.1047
2024-10-26,SerieB,Carrarese,Cittadella,H,0.4539,2.4,0.4167,0.0615,0.0893,0.0638,0.0319,H,1,1.4,0.0446,0.0855
2024-10-26,Bundesliga2,Fortuna Dusseldorf,Kaiserslautern,H,0.6552,1.7,0.5882,0.105,0.1138,0.1626,0.0813,A,0,-1.0,-0.0813,0.1078
2024-10-26,SerieB,Sassuolo,Modena,H,0.6129,1.91,0.5236,0.1186,0.1706,0.1874,0.0937,H,1,0.91,0.0853,0.1575
2024-10-26,LaLiga,Las Palmas,Girona,A,0.5094,2.45,0.4082,0.1205,0.2481,0.1711,0.0856,H,0,-1.0,-0.0856,0.2216
2024-10-26,EPL,Everton,Fulham,H,0.397,2.75,0.3636,0.0512,0.0917,0.0524,0.0262,D,0,-1.0,-0.0262,0.0877
2024-10-26,Bundesliga,RB Leipzig,Freiburg,H,0.6047,1.73,0.578,0.0511,0.046,0.0631,0.0315,H,1,0.73,0.023,0.045
2024-10-26,ScottishPrem,Dundee,St Johnstone,A,0.2598,5.0,0.2,0.0721,0.2989,0.0747,0.0374,A,1,4.0,0.1495,0.2615
2024-10-26,Bundesliga,Stuttgart,Holstein Kiel,D,0.2006,7.5,0.1333,0.0746,0.5046,0.0776,0.0388,H,0,-1.0,-0.0388,0.4085
2024-10-26,Bundesliga,St Pauli,Wolfsburg,H,0.4229,2.55,0.3922,0.0523,0.0784,0.0506,0.0253,D,0,-1.0,-0.0253,0.0755
2024-10-26,Championship,Burnley,QPR,H,0.6591,1.65,0.6061,0.0904,0.0876,0.1348,0.0674,D,0,-1.0,-0.0674,0.084
2024-10-26,Segunda,Zaragoza,Castellon,H,0.5326,1.96,0.5102,0.0541,0.044,0.0458,0.0229,A,0,-1.0,-0.0229,0.043
2024-10-26,Segunda,Cordoba,Eldense,A,0.3471,4.5,0.2222,0.1381,0.5619,0.1605,0.0803,H,0,-1.0,-0.0803,0.4459
2024-10-26,Championship,Sunderland,Oxford,D,0.2755,4.2,0.2381,0.0519,0.1569,0.049,0.0245,H,0,-1.0,-0.0245,0.1458
2024-10-27,Segunda,Malaga,Eibar,A,0.3956,2.9,0.3448,0.0746,0.1471,0.0774,0.0387,H,0,-1.0,-0.0387,0.1373
2024-10-27,Segunda,Granada,Levante,A,0.3131,3.75,0.2667,0.0617,0.1741,0.0633,0.0317,A,1,2.75,0.087,0.1605
2024-10-27,Segunda,Huesca,Almeria,H,0.4162,2.8,0.3571,0.0823,0.1654,0.0919,0.046,D,0,-1.0,-0.046,0.1531
2024-10-27,Bundesliga,Bochum,Bayern Munich,D,0.1521,9.5,0.1053,0.0512,0.4454,0.0524,0.0262,A,0,-1.0,-0.0262,0.3684
2024-10-27,Segunda,La Coruna,Santander,A,0.3849,2.9,0.3448,0.0623,0.1161,0.0611,0.0305,A,1,1.9,0.058,0.1098
2024-10-27,Segunda,Elche,Burgos,A,0.252,4.75,0.2105,0.0534,0.1971,0.0525,0.0263,H,0,-1.0,-0.0263,0.1799
2024-10-27,EPL,Crystal Palace,Tottenham,H,0.2984,3.9,0.2564,0.0548,0.1637,0.0564,0.0282,H,1,2.9,0.0818,0.1516
2024-10-27,SerieB,Frosinone,Pisa,H,0.4396,2.63,0.3802,0.0821,0.1562,0.0958,0.0479,D,0,-1.0,-0.0479,0.1451
2024-10-27,SerieA,Fiorentina,Roma,H,0.4396,2.55,0.3922,0.0661,0.1209,0.078,0.039,H,1,1.55,0.0605,0.1142
2024-10-27,Ligue1,Marseille,Paris SG,H,0.3071,3.9,0.2564,0.0636,0.1977,0.0682,0.0341,A,0,-1.0,-0.0341,0.1804
2024-10-27,ScottishPrem,Hibernian,Hearts,A,0.3892,3.1,0.3226,0.0852,0.2064,0.0983,0.0491,D,0,-1.0,-0.0491,0.1877
2024-10-27,Ligue1,Montpellier,Toulouse,H,0.3917,3.1,0.3226,0.086,0.2144,0.1021,0.051,A,0,-1.0,-0.051,0.1943
2024-10-27,SerieA,Monza,Venezia,H,0.5317,2.15,0.4651,0.089,0.1432,0.1245,0.0623,D,0,-1.0,-0.0623,0.1339
2024-10-27,Championship,Norwich,Middlesbrough,H,0.4517,2.75,0.3636,0.1108,0.2422,0.1384,0.0692,D,0,-1.0,-0.0692,0.2169
2024-10-28,Segunda,Ferrol,Tenerife,H,0.441,2.57,0.3891,0.0828,0.1334,0.085,0.0425,D,0,-1.0,-0.0425,0.1252
2024-10-29,Ligue2,Amiens,Paris FC,H,0.3301,3.4,0.2941,0.0557,0.1222,0.0509,0.0255,D,0,-1.0,-0.0255,0.1153
2024-10-29,Ligue2,Martigues,Caen,H,0.3185,3.5,0.2857,0.0509,0.1146,0.0459,0.0229,A,0,-1.0,-0.0229,0.1085
2024-10-29,Ligue2,Guingamp,Ajaccio,A,0.2315,5.5,0.1818,0.0607,0.2734,0.0607,0.0304,H,0,-1.0,-0.0304,0.2417
2024-10-29,Ligue2,Lorient,Dunkerque,D,0.2559,4.5,0.2222,0.0514,0.1517,0.0433,0.0217,H,0,-1.0,-0.0217,0.1412
2024-10-29,Ligue2,Red Star,Metz,A,0.5306,2.0,0.5,0.0641,0.0612,0.0612,0.0306,H,0,-1.0,-0.0306,0.0594
2024-10-29,SerieA,Cagliari,Bologna,A,0.4738,2.35,0.4255,0.0748,0.1134,0.084,0.042,A,1,1.35,0.0567,0.1074
2024-10-29,SerieA,Milan,Napoli,H,0.4757,2.45,0.4082,0.0904,0.1655,0.1141,0.0571,A,0,-1.0,-0.0571,0.1531
2024-10-29,SerieB,Modena,Cremonese,A,0.434,2.8,0.3571,0.1006,0.2151,0.1195,0.0597,D,0,-1.0,-0.0597,0.1948
2024-10-29,SerieB,Brescia,Spezia,H,0.3572,3.4,0.2941,0.0826,0.2144,0.0893,0.0447,D,0,-1.0,-0.0447,0.1942
2024-10-29,SerieB,Juve Stabia,Sassuolo,A,0.5004,2.3,0.4348,0.0945,0.151,0.1162,0.0581,D,0,-1.0,-0.0581,0.1406
2024-10-30,ScottishPrem,Aberdeen,Rangers,A,0.5285,2.1,0.4762,0.0813,0.1097,0.0998,0.0499,H,0,-1.0,-0.0499,0.1041
2024-10-30,ScottishPrem,Ross County,Hibernian,H,0.3587,3.4,0.2941,0.0824,0.2195,0.0914,0.0457,D,0,-1.0,-0.0457,0.1984
2024-10-31,SerieA,Roma,Torino,A,0.2463,5.0,0.2,0.0561,0.2317,0.0579,0.029,H,0,-1.0,-0.029,0.2084
2024-10-31,SerieA,Como,Lazio,A,0.5213,2.45,0.4082,0.1356,0.2771,0.1911,0.0955,A,1,1.45,0.1385,0.2446
2024-11-01,Ligue1,Lille,Lyon,H,0.4917,2.15,0.4651,0.0505,0.0571,0.0496,0.0248,D,0,-1.0,-0.0248,0.0555
2024-11-01,Bundesliga2,PreuÃen MÃ¼nster,Fortuna Dusseldorf,A,0.5152,2.1,0.4762,0.0687,0.082,0.0745,0.0373,H,0,-1.0,-0.0373,0.0788
2024-11-01,Ligue2,Annecy,Pau FC,H,0.4807,2.25,0.4444,0.0654,0.0816,0.0653,0.0327,H,1,1.25,0.0408,0.0785
2024-11-01,Ligue2,Clermont,Lorient,H,0.3382,4.0,0.25,0.1047,0.353,0.1177,0.0588,H,1,3.0,0.1765,0.3023
2024-11-01,Ligue2,Martigues,Red Star,H,0.4199,3.3,0.303,0.1367,0.3856,0.1677,0.0838,A,0,-1.0,-0.0838,0.3262
2024-11-02,EPL,Southampton,Everton,A,0.4172,2.63,0.3802,0.0567,0.0973,0.0597,0.0298,H,0,-1.0,-0.0298,0.0929
2024-11-02,Championship,Cardiff,Norwich,A,0.4593,2.63,0.3802,0.0988,0.2081,0.1277,0.0638,H,0,-1.0,-0.0638,0.189
2024-11-02,EPL,Ipswich,Leicester,A,0.3722,3.1,0.3226,0.0657,0.1537,0.0732,0.0366,D,0,-1.0,-0.0366,0.143
2024-11-02,EPL,Bournemouth,Man City,A,0.7252,1.57,0.6369,0.1225,0.1385,0.243,0.1215,H,0,-1.0,-0.1215,0.1297
2024-11-02,SerieB,Carrarese,Juve Stabia,H,0.4963,2.5,0.4,0.1216,0.2408,0.1605,0.0803,D,0,-1.0,-0.0803,0.2158
2024-11-02,SerieB,Spezia,Modena,H,0.5516,2.15,0.4651,0.112,0.186,0.1617,0.0809,H,1,1.15,0.093,0.1706
2024-11-02,Championship,Sheffield Weds,Watford,A,0.3012,3.9,0.2564,0.0605,0.1745,0.0602,0.0301,A,1,2.9,0.0873,0.1608
2024-11-02,Championship,QPR,Sunderland,H,0.3189,3.6,0.2778,0.0568,0.148,0.0569,0.0285,D,0,-1.0,-0.0285,0.138
2024-11-02,SerieA,Bologna,Lecce,H,0.6564,1.62,0.6173,0.0723,0.0634,0.1023,0.0511,H,1,0.62,0.0317,0.0615
2024-11-02,LaLiga,Girona,Leganes,H,0.6095,1.7,0.5882,0.0524,0.0362,0.0518,0.0259,H,1,0.7,0.0181,0.0356
